시간,표면온도(°C),대기온도(°C),수평일사량(Wh/㎡),입사일사량(Wh/㎡),전압(V),전류(A),전력(kW),발전량(kWh)
00:00,23.40,22.41,0.00,0.00,5.00,0.00,0.00,"0.00"
00:15,23.40,22.41,0.00,0.00,5.03,0.00,0.00,"0.00"
00:30,23.31,22.12,0.00,0.00,4.20,0.00,0.00,"0.00"
00:45,23.09,22.10,0.00,0.00,4.33,0.00,0.00,"0.00"
01:00,22.81,22.10,0.00,0.00,4.00,0.00,0.00,"0.00"
01:15,22.80,22.09,0.00,0.00,4.00,0.00,0.00,"0.00"
01:30,22.80,22.00,0.00,0.00,4.00,0.00,0.00,"0.00"
01:45,22.80,22.00,0.00,0.00,4.00,0.00,0.00,"0.00"
02:00,22.80,22.00,0.00,0.00,4.00,0.00,0.00,"0.00"
02:15,22.77,21.87,0.00,0.00,4.00,0.00,0.00,"0.00"
02:30,22.57,21.47,0.00,0.00,4.83,0.00,0.00,"0.00"
02:45,22.17,21.24,0.00,0.00,4.00,0.00,0.00,"0.00"
03:00,22.10,21.07,0.00,0.00,3.70,0.00,0.00,"0.00"
03:15,22.03,20.74,0.00,0.00,3.97,0.00,0.00,"0.00"
03:30,21.86,20.70,0.00,0.00,4.00,0.00,0.00,"0.00"
03:45,21.61,20.70,0.00,0.00,4.07,0.00,0.00,"0.00"
04:00,21.45,20.70,0.00,0.00,4.80,0.00,0.00,"0.00"
04:15,21.40,20.70,0.00,0.00,5.50,0.00,0.00,"0.00"
04:30,21.40,20.70,0.00,0.00,16.33,0.00,0.00,"0.00"
04:45,21.40,20.70,0.00,0.00,186.97,0.00,0.00,"0.00"
05:00,21.40,20.70,0.00,0.00,321.00,0.00,0.00,"0.00"
05:15,21.40,20.70,0.00,0.00,354.33,0.05,0.04,"0.00"
05:30,21.41,20.62,0.27,2.13,454.27,0.16,0.09,"0.00"
05:45,21.84,20.60,3.13,7.07,483.50,0.24,0.12,"0.00"
06:00,22.41,20.63,5.93,11.80,518.90,0.29,0.14,"0.00"
06:15,22.60,21.00,8.47,17.27,555.23,0.69,0.46,"0.00"
06:30,22.61,21.49,10.60,24.33,572.53,0.99,0.62,"0.00"
06:45,23.41,21.90,13.67,31.53,572.83,1.23,0.78,"0.12"
07:00,24.00,22.02,14.73,37.73,581.40,1.42,0.90,"0.34"
07:15,24.02,22.39,13.00,41.60,579.93,1.57,0.99,"0.57"
07:30,24.96,23.21,14.93,56.07,581.63,2.11,1.28,"0.84"
07:45,25.80,23.61,16.13,65.80,581.73,2.29,1.45,"1.15"
08:00,26.55,24.32,17.13,74.20,579.97,2.65,1.59,"1.48"
08:15,27.07,24.56,18.40,80.67,580.47,2.83,1.70,"1.84"
08:30,27.72,25.25,19.20,84.80,583.10,2.98,1.79,"2.22"
08:45,28.29,25.61,20.80,88.67,578.20,3.10,1.89,"2.61"
09:00,28.98,25.95,22.36,90.79,577.75,3.29,1.96,"3.00"
09:15,29.51,26.73,24.80,92.40,578.87,3.42,2.03,"3.42"
09:30,30.07,27.42,28.07,94.53,580.17,3.59,2.13,"3.87"
09:45,30.77,27.87,31.93,96.67,580.73,3.76,2.25,"4.34"
10:00,31.02,28.18,42.13,98.87,574.73,4.03,2.39,"4.85"
10:15,31.39,28.97,54.80,95.47,573.10,4.02,2.36,"5.34"
10:30,32.02,29.39,56.00,99.40,574.40,4.25,2.50,"5.87"
10:45,31.33,28.67,75.67,73.47,573.13,3.23,1.93,"6.29"
11:00,31.53,28.93,93.80,78.07,568.13,3.56,2.08,"6.74"
11:15,32.65,30.06,128.53,118.00,576.37,5.23,3.10,"7.39"
11:30,33.38,31.18,342.07,136.47,580.37,5.95,3.52,"8.16"
11:45,34.15,32.29,921.27,159.20,581.13,6.64,3.92,"9.03"
12:00,35.40,31.46,440.23,139.77,574.92,5.76,3.38,"9.75"
12:15,36.80,31.59,540.67,174.40,579.63,6.96,4.09,"10.63"
12:30,37.61,32.37,981.87,263.53,583.07,10.37,6.10,"12.05"
12:45,38.86,33.15,783.80,267.67,582.17,10.75,6.33,"13.55"
13:00,39.54,33.11,348.60,191.47,570.33,7.65,4.41,"14.51"
13:15,41.03,33.07,667.93,302.67,575.10,12.37,7.14,"16.20"
13:30,42.08,33.43,724.40,352.67,572.37,14.71,8.54,"18.16"
13:45,42.94,32.86,231.47,178.73,560.33,7.17,4.05,"19.01"
14:00,43.43,34.50,831.00,453.00,575.83,19.53,11.31,"21.68"
14:15,47.83,36.18,664.33,396.67,565.83,16.66,9.54,"23.98"
14:30,50.41,36.04,353.40,271.93,552.77,10.97,6.07,"25.44"
14:45,50.75,36.82,815.93,561.53,562.20,24.43,13.79,"28.55"
15:00,54.71,37.07,527.27,415.07,552.23,17.17,9.62,"30.86"
15:15,67.22,37.75,829.93,677.47,550.27,28.88,15.95,"34.67"
15:30,88.47,38.92,771.93,678.80,540.30,28.96,15.72,"38.42"
15:45,98.95,38.71,710.40,673.33,537.83,28.62,15.45,"42.11"
16:00,99.59,38.71,659.40,644.73,542.23,26.33,14.31,"45.54"
16:15,99.70,38.57,599.47,633.53,540.53,25.07,13.62,"48.80"
16:30,99.70,39.93,602.67,684.87,534.87,24.43,13.14,"51.94"
16:45,91.75,38.86,370.53,400.87,534.67,13.87,7.49,"53.72"
17:00,68.55,36.09,251.60,290.53,541.40,9.16,4.98,"54.79"
17:15,72.78,35.54,378.47,519.87,543.27,13.25,7.24,"56.42"
17:30,73.83,36.40,340.53,559.47,553.63,11.61,6.52,"57.92"
17:45,67.15,36.04,279.87,513.00,549.53,9.03,5.02,"59.06"
18:00,61.57,35.17,223.20,450.27,533.13,6.18,3.39,"59.80"
18:15,50.79,33.21,73.00,121.80,501.23,2.65,1.36,"60.09"
18:30,41.60,32.37,56.20,83.53,552.23,1.77,1.04,"60.32"
18:45,37.62,31.07,23.60,35.27,551.17,1.38,0.82,"60.53"
19:00,35.29,30.28,16.20,24.07,545.40,1.02,0.62,"60.73"
19:15,33.59,29.49,10.07,14.87,503.10,0.59,0.37,"60.86"
19:30,31.99,28.91,3.73,6.13,522.33,0.13,0.07,"60.86"
19:45,31.06,28.51,0.00,0.07,492.53,0.03,0.02,"60.86"
20:00,30.01,27.81,0.00,0.00,431.37,0.00,0.00,"60.86"
20:15,29.45,27.52,0.00,0.00,234.83,0.00,0.00,"60.86"
20:30,29.07,27.23,0.00,0.00,58.73,0.00,0.00,"60.86"
20:45,28.90,27.01,0.00,0.00,26.27,0.00,0.00,"60.86"
21:00,28.48,26.68,0.00,0.00,26.30,0.00,0.00,"60.86"
21:15,28.31,26.21,0.00,0.00,21.27,0.00,0.00,"60.86"
21:30,28.23,26.21,0.00,0.00,22.63,0.00,0.00,"60.86"
21:45,27.86,26.20,0.00,0.00,19.50,0.00,0.00,"60.86"
22:00,27.60,25.85,0.00,0.00,18.27,0.00,0.00,"60.86"
22:15,27.54,25.51,0.00,0.00,17.77,0.00,0.00,"60.86"
22:30,27.01,25.50,0.00,0.00,16.93,0.00,0.00,"60.86"
22:45,26.90,25.50,0.00,0.00,9.67,0.00,0.00,"60.86"
23:00,26.90,25.47,0.00,0.00,7.70,0.00,0.00,"60.86"
23:15,26.90,25.22,0.00,0.00,7.60,0.00,0.00,"60.86"
23:30,26.78,24.99,0.00,0.00,6.20,0.00,0.00,"60.86"
23:45,26.32,24.86,0.00,0.00,6.03,0.00,0.00,"60.86"
