시간,표면온도(°C),대기온도(°C),수평일사량(Wh/㎡),입사일사량(Wh/㎡),전압(V),전류(A),전력(kW),발전량(kWh)
00:00,0.80,-0.40,0.00,0.00,13.60,0.00,0.00,"0.00"
00:15,0.80,-0.40,0.00,0.00,11.73,0.00,0.00,"0.00"
00:30,0.69,-0.40,0.00,0.00,9.37,0.00,0.00,"0.00"
00:45,0.23,-0.40,0.00,0.00,9.27,0.00,0.00,"0.00"
01:00,0.10,-0.40,0.00,0.00,9.00,0.00,0.00,"0.00"
01:15,0.10,-0.40,0.00,0.00,8.37,0.00,0.00,"0.00"
01:30,0.10,-0.40,0.00,0.00,8.00,0.00,0.00,"0.00"
01:45,0.10,-0.40,0.00,0.00,8.17,0.00,0.00,"0.00"
02:00,0.10,-0.41,0.00,0.00,8.13,0.00,0.00,"0.00"
02:15,0.10,-0.50,0.00,0.00,8.17,0.00,0.00,"0.00"
02:30,0.10,-0.50,0.00,0.00,8.27,0.00,0.00,"0.00"
02:45,-0.07,-0.61,0.00,0.00,8.47,0.00,0.00,"0.00"
03:00,-0.20,-0.69,0.00,0.00,8.23,0.00,0.00,"0.00"
03:15,-0.71,-0.71,0.00,0.00,9.00,0.00,0.00,"0.00"
03:30,-1.19,-0.96,0.00,0.00,9.83,0.00,0.00,"0.00"
03:45,-1.20,-0.89,0.00,0.00,11.00,0.00,0.00,"0.00"
04:00,-1.23,-0.87,0.00,0.00,10.13,0.00,0.00,"0.00"
04:15,-1.30,-0.93,0.00,0.00,11.20,0.00,0.00,"0.00"
04:30,-1.35,-1.33,0.00,0.00,11.13,0.00,0.00,"0.00"
04:45,-1.50,-1.61,0.00,0.00,10.00,0.00,0.00,"0.00"
05:00,-1.60,-1.77,0.00,0.00,11.87,0.00,0.00,"0.00"
05:15,-1.77,-1.80,0.00,0.00,10.37,0.00,0.00,"0.00"
05:30,-1.88,-1.81,0.00,0.00,10.10,0.00,0.00,"0.00"
05:45,-1.90,-1.90,0.00,0.00,11.00,0.00,0.00,"0.00"
06:00,-1.90,-1.91,0.00,0.00,11.53,0.00,0.00,"0.00"
06:15,-1.90,-2.03,0.00,0.00,19.67,0.00,0.00,"0.00"
