시간,표면온도(°C),대기온도(°C),수평일사량(Wh/㎡),입사일사량(Wh/㎡),전압(V),전류(A),전력(kW),발전량(kWh)
00:00,19.18,17.66,0.00,0.00,8.90,0.00,0.00,"0.00"
00:15,18.93,17.27,0.00,0.00,8.07,0.00,0.00,"0.00"
00:30,18.91,17.35,0.00,0.00,7.70,0.00,0.00,"0.00"
00:45,19.04,17.33,0.00,0.00,7.10,0.00,0.00,"0.00"
01:00,19.05,17.70,0.00,0.00,7.30,0.00,0.00,"0.00"
01:15,19.02,17.68,0.00,0.00,6.37,0.00,0.00,"0.00"
01:30,19.05,17.43,0.00,0.00,6.57,0.00,0.00,"0.00"
01:45,18.87,17.22,0.00,0.00,6.17,0.00,0.00,"0.00"
02:00,18.71,17.23,0.00,0.00,6.00,0.00,0.00,"0.00"
02:15,18.60,17.13,0.00,0.00,7.73,0.00,0.00,"0.00"
02:30,18.60,16.99,0.00,0.00,6.03,0.00,0.00,"0.00"
02:45,18.60,17.03,0.00,0.00,5.97,0.00,0.00,"0.00"
03:00,18.60,17.24,0.00,0.00,6.23,0.00,0.00,"0.00"
03:15,18.60,17.20,0.00,0.00,7.00,0.00,0.00,"0.00"
03:30,18.60,17.14,0.00,0.00,7.20,0.00,0.00,"0.00"
03:45,18.60,17.22,0.00,0.00,7.57,0.00,0.00,"0.00"
04:00,18.60,17.20,0.00,0.00,7.97,0.00,0.00,"0.00"
04:15,18.60,17.09,0.00,0.00,8.87,0.00,0.00,"0.00"
04:30,18.60,17.10,0.00,0.00,8.00,0.00,0.00,"0.00"
04:45,18.55,17.01,0.00,0.00,8.80,0.00,0.00,"0.00"
05:00,18.47,17.00,0.00,0.00,7.57,0.00,0.00,"0.00"
05:15,18.21,17.02,0.00,0.00,8.57,0.00,0.00,"0.00"
05:30,18.01,17.13,0.00,0.00,101.50,0.00,0.00,"0.00"
05:45,18.00,17.35,0.00,0.00,276.07,0.00,0.00,"0.00"
06:00,17.99,17.20,0.00,0.00,341.77,0.00,0.00,"0.00"
06:15,18.29,17.21,1.00,0.00,423.27,0.11,0.08,"0.00"
06:30,18.40,17.25,0.20,0.00,490.27,0.06,0.04,"0.00"
06:45,18.45,17.60,7.67,3.80,508.17,0.17,0.09,"0.00"
07:00,18.87,17.70,15.73,8.93,522.70,0.32,0.17,"0.00"
07:15,19.03,17.70,20.33,12.87,547.07,0.59,0.39,"0.00"
07:30,19.01,17.77,38.60,26.53,588.03,1.21,0.78,"0.00"
07:45,19.55,18.35,48.67,32.13,583.97,1.45,0.92,"0.14"
08:00,19.94,18.40,37.07,22.53,571.50,1.12,0.70,"0.33"
08:15,19.50,18.30,22.87,13.27,551.00,0.70,0.48,"0.51"
08:30,19.64,18.40,21.13,14.60,547.57,0.74,0.44,"0.65"
08:45,19.87,18.63,43.27,30.20,580.13,1.37,0.87,"0.87"
09:00,20.31,18.93,65.00,44.27,585.07,1.94,1.20,"1.13"
09:15,20.40,18.89,54.80,38.07,582.00,1.68,1.04,"1.36"
09:30,21.18,19.07,86.20,57.80,593.33,2.45,1.50,"1.68"
09:45,21.77,19.45,64.47,42.27,587.87,1.83,1.15,"1.94"
10:00,21.72,19.21,90.67,61.67,589.60,2.60,1.61,"2.28"
10:15,20.84,17.91,110.87,75.40,600.00,3.18,1.97,"2.70"
10:30,20.87,17.87,148.73,104.67,608.80,4.27,2.67,"3.27"
10:45,22.15,18.60,142.53,97.73,603.73,3.97,2.47,"3.81"
11:00,22.75,18.69,107.53,74.73,596.00,3.09,1.91,"4.21"
