시간,표면온도(°C),대기온도(°C),수평일사량(Wh/㎡),입사일사량(Wh/㎡),전압(V),전류(A),전력(kW),발전량(kWh)
00:00,24.10,22.91,0.00,0.00,6.30,0.00,0.00,"0.00"
00:15,24.10,22.76,0.00,0.00,5.60,0.00,0.00,"0.00"
00:30,24.10,22.74,0.00,0.00,4.73,0.00,0.00,"0.00"
00:45,24.10,22.70,0.00,0.00,5.10,0.00,0.00,"0.00"
01:00,24.10,22.75,0.00,0.00,4.80,0.00,0.00,"0.00"
01:15,24.10,22.46,0.00,0.00,4.67,0.00,0.00,"0.00"
01:30,23.99,22.31,0.00,0.00,4.30,0.00,0.00,"0.00"
01:45,23.72,22.10,0.00,0.00,4.53,0.00,0.00,"0.00"
02:00,23.51,22.10,0.00,0.00,4.53,0.00,0.00,"0.00"
02:15,23.40,22.10,0.00,0.00,4.53,0.00,0.00,"0.00"
02:30,23.40,22.09,0.00,0.00,4.73,0.00,0.00,"0.00"
02:45,23.34,22.00,0.00,0.00,4.40,0.00,0.00,"0.00"
03:00,23.26,22.00,0.00,0.00,4.70,0.00,0.00,"0.00"
03:15,23.14,22.00,0.00,0.00,4.30,0.00,0.00,"0.00"
03:30,22.96,22.00,0.00,0.00,4.93,0.00,0.00,"0.00"
03:45,22.81,21.90,0.00,0.00,4.97,0.00,0.00,"0.00"
04:00,22.80,21.85,0.00,0.00,5.00,0.00,0.00,"0.00"
04:15,22.80,21.89,0.00,0.00,5.00,0.00,0.00,"0.00"
04:30,22.80,21.55,0.00,0.00,11.43,0.00,0.00,"0.00"
04:45,22.80,21.40,0.00,0.00,120.00,0.00,0.00,"0.00"
05:00,22.80,21.25,0.00,0.00,275.23,0.00,0.00,"0.00"
05:15,22.80,21.13,0.00,0.00,348.00,0.00,0.00,"0.00"
05:30,22.80,21.21,1.20,0.13,415.67,0.11,0.08,"0.00"
05:45,22.84,21.45,6.80,4.13,474.30,0.19,0.11,"0.00"
06:00,23.39,21.78,17.00,13.13,515.37,0.59,0.35,"0.00"
06:15,23.63,21.85,30.00,23.60,565.87,1.06,0.68,"0.00"
06:30,23.97,22.01,35.67,26.73,570.83,1.15,0.76,"0.12"
06:45,24.00,22.11,25.40,25.87,566.87,1.18,0.74,"0.32"
07:00,24.00,22.40,24.60,35.93,577.90,1.43,0.90,"0.53"
07:15,24.00,22.67,18.73,29.00,573.10,1.22,0.78,"0.74"
07:30,24.49,23.12,33.20,59.07,578.47,2.23,1.35,"1.02"
07:45,26.22,23.87,51.73,88.40,587.63,3.19,1.94,"1.43"
08:00,27.01,24.02,44.73,89.07,585.10,3.17,1.92,"1.82"
08:15,27.64,24.93,42.93,91.60,581.10,3.21,1.96,"2.23"
08:30,28.32,25.43,44.87,99.20,582.70,3.56,2.11,"2.67"
08:45,29.01,26.01,45.87,98.73,584.60,3.55,2.13,"3.12"
09:00,29.52,26.21,50.00,102.80,584.37,3.77,2.24,"3.59"
09:15,30.02,26.66,58.33,104.07,586.73,3.90,2.32,"4.08"
09:30,30.54,26.99,67.87,108.53,582.20,4.17,2.49,"4.61"
09:45,30.90,27.42,73.33,104.87,579.37,4.18,2.46,"5.13"
10:00,31.46,28.43,88.07,119.87,580.40,4.79,2.86,"5.74"
10:15,32.27,28.60,90.73,123.13,582.33,5.05,2.99,"6.37"
10:30,32.21,28.69,101.80,124.27,583.23,5.17,3.08,"7.04"
10:45,32.69,29.51,116.40,129.53,580.93,5.47,3.23,"7.73"
11:00,33.20,29.89,127.67,133.80,580.83,5.75,3.41,"8.47"
11:15,33.55,29.81,135.00,139.40,579.30,6.11,3.59,"9.26"
11:30,33.73,30.25,244.13,120.47,578.33,5.17,3.05,"9.92"
11:45,33.95,29.97,343.40,132.93,578.87,5.48,3.25,"10.62"
12:00,36.48,31.08,611.38,170.54,584.50,6.86,4.08,"11.53"
12:15,38.77,32.03,709.40,202.20,584.93,8.17,4.81,"12.60"
12:30,37.51,31.99,711.87,235.80,583.80,9.20,5.45,"13.81"
12:45,38.81,32.45,770.73,295.13,587.47,11.83,7.02,"15.46"
13:00,41.25,32.60,668.20,308.47,576.83,12.67,7.38,"17.14"
13:15,41.99,32.52,817.20,388.60,575.07,16.09,9.33,"19.29"
13:30,42.78,32.67,611.67,328.80,570.27,13.42,7.76,"21.12"
13:45,44.21,33.67,522.93,301.07,570.27,12.39,7.16,"22.83"
14:00,44.51,33.00,408.80,269.87,564.10,11.00,6.25,"24.22"
14:15,47.85,36.53,750.07,465.40,573.60,19.23,11.14,"26.95"
14:30,50.40,35.88,777.60,520.73,564.77,20.99,12.19,"29.64"
14:45,51.94,37.22,814.80,590.07,564.33,25.05,14.20,"33.01"
15:00,56.03,36.31,609.87,489.00,551.30,20.27,11.28,"35.60"
15:15,67.99,37.67,693.27,577.60,554.10,24.10,13.41,"38.76"
15:30,77.17,37.27,571.87,519.47,548.97,21.59,11.92,"41.48"
15:45,92.94,37.45,656.53,639.40,552.50,26.37,14.63,"44.98"
16:00,99.59,37.91,605.67,641.47,547.23,25.64,14.10,"48.34"
16:15,97.51,37.91,447.73,494.20,537.80,18.41,10.05,"50.79"
16:30,63.31,36.33,165.67,183.93,553.83,6.15,3.54,"51.49"
16:45,67.63,34.71,238.80,294.13,563.20,8.21,4.71,"52.59"
17:00,60.91,34.06,174.87,222.00,547.73,5.75,3.21,"53.29"
17:15,52.45,32.17,89.73,128.40,540.90,3.28,1.84,"53.70"
17:30,39.95,30.51,35.00,41.20,549.57,1.74,1.00,"53.93"
17:45,36.07,29.55,29.40,38.47,553.13,1.51,0.93,"54.14"
18:00,34.55,29.04,35.40,57.80,566.57,1.73,1.05,"54.38"
18:15,36.69,28.90,44.27,68.93,578.90,2.17,1.29,"54.65"
18:30,35.81,28.77,54.73,65.40,571.70,2.19,1.31,"54.92"
18:45,33.65,28.05,40.73,42.73,561.70,1.61,0.96,"55.14"
19:00,31.55,27.61,21.80,23.00,553.93,0.93,0.60,"55.33"
19:15,30.19,27.28,6.80,7.53,476.37,0.35,0.19,"55.37"
19:30,28.96,26.85,0.07,0.07,505.60,0.05,0.03,"55.37"
19:45,28.31,26.49,0.00,0.00,461.60,0.00,0.00,"55.37"
20:00,27.89,26.21,0.00,0.00,303.33,0.00,0.00,"55.37"
20:15,27.27,26.17,0.00,0.00,96.37,0.00,0.00,"55.37"
20:30,26.95,25.67,0.00,0.00,26.67,0.00,0.00,"55.37"
20:45,26.90,25.50,0.00,0.00,19.40,0.00,0.00,"55.37"
21:00,26.82,24.99,0.00,0.00,18.93,0.00,0.00,"55.37"
21:15,26.39,24.44,0.00,0.00,18.90,0.00,0.00,"55.37"
21:30,26.20,24.14,0.00,0.00,18.60,0.00,0.00,"55.37"
