시간,표면온도(°C),대기온도(°C),수평일사량(Wh/㎡),입사일사량(Wh/㎡),전압(V),전류(A),전력(kW),발전량(kWh)
00:00,31.00,29.60,0.00,0.00,4.00,0.00,0.00,"0.00"
00:15,30.67,29.54,0.00,0.00,4.00,0.00,0.00,"0.00"
00:30,30.43,29.32,0.00,0.00,3.57,0.00,0.00,"0.00"
00:45,30.40,29.15,0.00,0.00,3.00,0.00,0.00,"0.00"
01:00,30.30,28.93,0.00,0.00,3.00,0.00,0.00,"0.00"
01:15,30.17,28.90,0.00,0.00,3.00,0.00,0.00,"0.00"
01:30,30.00,28.90,0.00,0.00,3.00,0.00,0.00,"0.00"
01:45,29.72,28.90,0.00,0.00,3.20,0.00,0.00,"0.00"
02:00,29.70,28.90,0.00,0.00,3.47,0.00,0.00,"0.00"
02:15,29.70,28.86,0.00,0.00,3.50,0.00,0.00,"0.00"
02:30,29.70,28.63,0.00,0.00,3.40,0.00,0.00,"0.00"
02:45,29.70,28.79,0.00,0.00,3.20,0.00,0.00,"0.00"
03:00,29.65,28.65,0.00,0.00,3.13,0.00,0.00,"0.00"
03:15,29.60,28.33,0.00,0.00,3.63,0.00,0.00,"0.00"
03:30,29.59,28.23,0.00,0.00,4.07,0.00,0.00,"0.00"
03:45,29.43,28.29,0.00,0.00,3.27,0.00,0.00,"0.00"
04:00,29.16,28.11,0.00,0.00,3.00,0.00,0.00,"0.00"
04:15,29.02,28.01,0.00,0.00,3.00,0.00,0.00,"0.00"
04:30,29.00,27.82,0.00,0.00,3.00,0.00,0.00,"0.00"
04:45,29.00,27.75,0.00,0.00,3.00,0.00,0.00,"0.00"
05:00,28.89,27.62,0.00,0.00,3.00,0.00,0.00,"0.00"
05:15,28.79,27.62,0.00,0.00,2.80,0.00,0.00,"0.00"
05:30,28.77,27.62,0.00,0.00,3.13,0.00,0.00,"0.00"
05:45,28.55,27.60,0.00,0.00,42.40,0.00,0.00,"0.00"
06:00,28.49,27.60,0.00,0.00,255.50,0.00,0.00,"0.00"
06:15,28.72,27.60,0.00,0.00,313.33,0.00,0.00,"0.00"
06:30,28.86,27.72,0.80,0.00,394.10,0.03,0.04,"0.00"
06:45,29.39,28.01,3.87,0.47,440.83,0.11,0.06,"0.00"
07:00,29.50,28.17,6.53,1.67,493.13,0.11,0.06,"0.00"
07:15,29.50,28.31,7.93,4.20,489.37,0.13,0.07,"0.00"
07:30,29.88,28.75,29.73,20.93,555.93,0.69,0.42,"0.00"
07:45,30.22,28.86,41.80,29.53,549.63,1.25,0.76,"0.00"
08:00,30.65,29.01,45.80,30.60,550.77,1.30,0.80,"0.05"
08:15,31.01,29.48,50.40,34.47,551.73,1.45,0.87,"0.27"
08:30,31.73,29.73,56.87,41.87,551.80,1.77,1.01,"0.50"
08:45,32.89,29.93,77.20,59.87,562.70,2.40,1.41,"0.80"
09:00,33.41,30.56,117.00,87.80,571.40,3.41,2.00,"1.23"
09:15,34.23,30.91,137.60,98.93,568.40,3.91,2.27,"1.71"
09:30,35.85,31.17,161.87,119.53,572.50,4.63,2.72,"2.30"
09:45,36.76,31.49,167.80,117.20,568.73,4.61,2.68,"2.88"
10:00,37.43,32.55,172.20,119.20,568.67,4.61,2.69,"3.47"
10:15,38.23,32.83,200.07,136.27,571.27,5.29,3.07,"4.14"
10:30,37.59,32.71,210.47,144.80,570.33,5.53,3.21,"4.84"
10:45,38.41,34.69,235.73,156.93,567.53,6.15,3.56,"5.63"
11:00,38.70,35.22,596.67,141.20,563.87,5.50,3.17,"6.33"
11:15,38.70,36.14,679.47,144.27,557.00,5.47,3.09,"7.00"
11:30,38.89,35.57,702.60,153.67,556.77,6.07,3.43,"7.75"
11:45,41.44,37.29,859.20,254.33,570.17,10.09,5.81,"9.06"
12:00,44.10,37.81,500.27,270.20,562.27,10.33,5.88,"10.44"
12:15,44.20,37.94,375.13,247.87,557.10,9.49,5.35,"11.64"
12:30,44.99,38.00,440.60,293.73,558.97,10.98,6.23,"13.08"
12:45,45.98,37.81,441.40,299.73,556.10,11.25,6.33,"14.54"
