시간,표면온도(°C),대기온도(°C),수평일사량(Wh/㎡),입사일사량(Wh/㎡),전압(V),전류(A),전력(kW),발전량(kWh)
00:00,6.02,5.60,0.00,0.00,15.80,0.00,0.00,"0.00"
00:15,5.93,5.60,0.00,0.00,14.23,0.00,0.00,"0.00"
00:30,5.84,5.60,0.00,0.00,13.00,0.00,0.00,"0.00"
00:45,5.80,5.60,0.00,0.00,13.00,0.00,0.00,"0.00"
01:00,5.74,5.55,0.00,0.00,13.00,0.00,0.00,"0.00"
01:15,5.70,5.41,0.00,0.00,12.47,0.00,0.00,"0.00"
01:30,5.70,5.19,0.00,0.00,12.00,0.00,0.00,"0.00"
01:45,5.70,5.21,0.00,0.00,12.03,0.00,0.00,"0.00"
02:00,5.70,5.17,0.00,0.00,12.27,0.00,0.00,"0.00"
02:15,5.70,5.01,0.00,0.00,12.50,0.00,0.00,"0.00"
02:30,5.70,5.03,0.00,0.00,12.10,0.00,0.00,"0.00"
02:45,5.70,5.00,0.00,0.00,12.00,0.00,0.00,"0.00"
03:00,5.70,5.00,0.00,0.00,12.13,0.00,0.00,"0.00"
03:15,5.70,5.00,0.00,0.00,13.00,0.00,0.00,"0.00"
03:30,5.70,5.00,0.00,0.00,13.70,0.00,0.00,"0.00"
03:45,5.70,5.00,0.00,0.00,14.00,0.00,0.00,"0.00"
04:00,5.70,5.00,0.00,0.00,14.00,0.00,0.00,"0.00"
04:15,5.70,5.00,0.00,0.00,14.00,0.00,0.00,"0.00"
04:30,5.61,5.00,0.00,0.00,14.00,0.00,0.00,"0.00"
04:45,5.60,5.00,0.00,0.00,13.53,0.00,0.00,"0.00"
05:00,5.60,5.00,0.00,0.00,12.07,0.00,0.00,"0.00"
05:15,5.56,5.00,0.00,0.00,12.03,0.00,0.00,"0.00"
05:30,5.32,5.00,0.00,0.00,12.00,0.00,0.00,"0.00"
05:45,5.30,5.00,0.00,0.00,12.00,0.00,0.00,"0.00"
06:00,5.27,5.00,0.00,0.00,12.00,0.00,0.00,"0.00"
06:15,4.85,4.86,0.00,0.00,12.60,0.00,0.00,"0.00"
06:30,4.34,4.61,0.00,0.00,12.13,0.00,0.00,"0.00"
06:45,4.30,4.60,0.00,0.00,13.47,0.00,0.00,"0.00"
07:00,4.30,4.67,0.00,0.00,42.10,0.00,0.00,"0.00"
07:15,4.49,4.77,0.00,0.00,240.83,0.00,0.00,"0.00"
07:30,4.85,4.80,0.00,0.00,386.10,0.00,0.00,"0.00"
07:45,5.09,4.80,1.00,0.13,416.80,0.07,0.07,"0.00"
08:00,5.37,4.80,10.07,5.60,473.27,0.20,0.11,"0.00"
08:15,5.64,4.80,19.07,12.73,531.73,0.57,0.37,"0.00"
08:30,6.19,4.80,29.93,20.40,582.27,1.02,0.65,"0.00"
08:45,6.26,4.93,42.67,31.73,602.63,1.41,0.92,"0.06"
09:00,6.77,5.40,55.53,40.87,609.33,1.77,1.14,"0.34"
09:15,7.64,5.97,67.00,49.73,603.60,2.13,1.35,"0.66"
09:30,8.53,7.11,91.13,72.40,607.17,2.95,1.88,"1.09"
09:45,9.55,7.49,102.87,77.07,613.73,3.10,2.02,"1.55"
10:00,9.83,7.50,106.47,84.60,618.27,3.43,2.17,"2.06"
10:15,10.71,8.28,108.13,95.87,619.60,3.94,2.49,"2.65"
10:30,10.87,8.71,64.13,89.73,618.93,3.67,2.35,"3.20"
10:45,10.92,10.25,251.47,99.67,620.53,3.78,2.39,"3.75"
11:00,11.47,11.77,444.40,122.07,621.20,4.32,2.74,"4.38"
11:15,13.03,12.12,535.07,161.40,624.40,6.03,3.84,"5.26"
11:30,15.11,12.59,490.00,204.53,622.13,7.92,4.99,"6.42"
11:45,17.30,12.81,506.33,254.13,625.73,9.65,6.11,"7.84"
12:00,20.48,15.18,607.15,330.00,615.23,12.66,7.85,"9.66"
12:15,23.47,15.14,598.53,370.67,617.87,13.79,8.59,"11.72"
12:30,25.75,14.75,615.33,445.73,610.53,16.51,10.14,"14.08"
12:45,28.43,14.69,576.33,483.00,598.93,17.84,10.75,"16.64"
13:00,28.90,14.33,486.20,455.40,596.27,16.97,10.17,"19.04"
13:15,30.43,16.03,532.20,540.93,598.00,20.19,12.15,"21.93"
13:30,31.47,14.95,421.80,459.13,599.73,16.79,10.14,"24.40"
13:45,32.63,15.07,521.07,628.53,596.40,22.95,13.77,"27.66"
14:00,37.51,16.05,531.87,735.20,583.20,26.41,15.46,"31.42"
14:15,38.71,17.22,422.60,633.93,576.53,22.93,13.29,"34.66"
14:30,35.98,16.80,366.07,545.93,589.87,19.91,11.83,"37.46"
14:45,33.94,15.88,308.80,463.53,587.70,17.23,10.20,"39.90"
15:00,31.00,16.30,245.93,349.07,596.80,13.05,7.85,"41.76"
15:15,27.19,14.39,222.20,320.20,600.27,12.10,7.33,"43.48"
15:30,25.13,13.44,161.33,204.20,601.73,8.02,4.89,"44.62"
15:45,21.86,14.25,122.87,132.07,598.53,5.31,3.25,"45.35"
