시간,표면온도(°C),대기온도(°C),수평일사량(Wh/㎡),입사일사량(Wh/㎡),전압(V),전류(A),전력(kW),발전량(kWh)
00:00,30.91,29.63,0.00,0.00,4.03,0.00,0.00,"0.00"
00:15,30.90,29.64,0.00,0.00,4.13,0.00,0.00,"0.00"
00:30,30.90,29.65,0.00,0.00,3.73,0.00,0.00,"0.00"
00:45,30.90,29.67,0.00,0.00,3.23,0.00,0.00,"0.00"
01:00,30.90,29.63,0.00,0.00,3.60,0.00,0.00,"0.00"
01:15,30.90,29.66,0.00,0.00,3.97,0.00,0.00,"0.00"
01:30,30.90,29.86,0.00,0.00,4.00,0.00,0.00,"0.00"
01:45,30.90,29.71,0.00,0.00,3.87,0.00,0.00,"0.00"
02:00,30.88,29.68,0.00,0.00,3.77,0.00,0.00,"0.00"
02:15,30.59,29.60,0.00,0.00,4.00,0.00,0.00,"0.00"
02:30,30.47,29.62,0.00,0.00,4.00,0.00,0.00,"0.00"
02:45,30.63,29.69,0.00,0.00,4.00,0.00,0.00,"0.00"
03:00,30.75,29.73,0.00,0.00,3.63,0.00,0.00,"0.00"
03:15,30.76,29.71,0.00,0.00,4.03,0.00,0.00,"0.00"
03:30,30.41,29.63,0.00,0.00,4.00,0.00,0.00,"0.00"
03:45,30.40,29.65,0.00,0.00,3.97,0.00,0.00,"0.00"
04:00,29.81,29.02,0.00,0.00,3.97,0.00,0.00,"0.00"
04:15,28.81,28.80,0.00,0.00,3.77,0.00,0.00,"0.00"
04:30,29.06,28.80,0.00,0.00,3.47,0.00,0.00,"0.00"
04:45,29.50,28.80,0.00,0.00,2.97,0.00,0.00,"0.00"
05:00,29.50,28.83,0.00,0.00,18.40,0.00,0.00,"0.00"
05:15,29.51,29.07,0.00,0.00,217.40,0.00,0.00,"0.00"
05:30,29.60,29.33,0.00,0.00,286.10,0.00,0.00,"0.00"
05:45,29.68,29.50,0.00,0.00,372.77,0.00,0.00,"0.00"
06:00,29.81,29.50,0.00,0.00,395.57,0.00,0.00,"0.00"
06:15,30.15,29.50,0.27,0.00,395.27,0.03,0.02,"0.00"
06:30,30.21,29.59,4.07,0.87,407.33,0.13,0.09,"0.00"
06:45,30.39,29.60,8.40,4.27,491.20,0.15,0.08,"0.00"
07:00,30.90,30.03,29.87,20.07,528.07,0.85,0.49,"0.00"
07:15,31.09,30.20,46.20,34.53,554.67,1.42,0.85,"0.00"
07:30,31.33,30.28,38.93,27.20,550.77,1.14,0.69,"0.17"
07:45,31.71,30.39,61.73,46.87,555.63,1.93,1.12,"0.43"
08:00,32.64,30.49,71.20,48.67,558.13,1.97,1.17,"0.70"
08:15,32.97,30.78,95.00,73.47,569.73,2.85,1.67,"1.06"
08:30,33.66,31.32,98.73,78.13,567.37,2.98,1.75,"1.44"
08:45,34.81,32.00,130.60,110.80,570.63,4.23,2.45,"1.98"
09:00,34.94,31.95,106.80,78.73,566.63,3.02,1.77,"2.37"
09:15,34.31,32.29,97.47,77.00,564.53,2.97,1.72,"2.74"
09:30,35.22,32.21,96.20,77.60,562.30,3.04,1.78,"3.13"
09:45,36.47,32.77,141.20,120.60,572.73,4.58,2.67,"3.70"
10:00,37.92,33.54,182.67,144.93,574.10,5.58,3.26,"4.44"
10:15,37.05,32.85,130.33,106.47,565.73,4.03,2.35,"4.95"
10:30,37.31,33.27,204.20,145.87,573.17,5.55,3.25,"5.66"
10:45,38.38,33.63,247.13,177.07,573.20,6.88,4.00,"6.56"
11:00,39.47,34.91,216.40,146.27,566.37,5.73,3.31,"7.32"
11:15,38.09,34.11,189.87,147.33,566.93,5.63,3.26,"8.02"
11:30,39.30,35.36,414.73,215.00,575.97,8.35,4.87,"9.13"
11:45,39.43,35.28,253.87,145.80,568.63,5.65,3.28,"9.87"
12:00,37.89,34.07,70.73,55.73,544.20,2.16,1.23,"10.15"
12:15,37.34,33.39,146.47,120.40,567.47,4.58,2.67,"10.72"
12:30,40.76,35.26,337.33,183.80,574.47,7.13,4.15,"11.64"
12:45,41.47,36.04,344.80,203.13,570.23,8.25,4.78,"12.76"
13:00,40.68,35.86,151.00,113.40,553.60,4.25,2.46,"13.28"
13:15,41.88,36.22,589.87,317.87,575.07,12.71,7.38,"14.94"
13:30,46.83,37.84,861.33,442.60,561.43,18.59,10.49,"17.48"
13:45,47.34,38.00,300.40,210.00,545.43,8.32,4.57,"18.54"
14:00,49.12,38.01,802.60,515.13,562.63,21.15,11.97,"21.48"
14:15,53.22,38.69,642.80,446.87,548.53,18.61,10.26,"23.93"
14:30,52.55,38.10,285.27,210.53,548.50,8.04,4.55,"25.01"
14:45,49.30,38.05,247.73,181.60,554.93,7.03,3.95,"25.89"
15:00,55.83,37.89,574.87,483.53,535.93,20.75,11.16,"28.56"
15:15,56.07,39.07,485.47,414.40,542.83,16.91,9.29,"30.84"
15:30,50.79,37.95,264.40,233.47,547.50,9.13,5.09,"32.07"
15:45,58.02,37.77,381.00,400.80,560.70,15.75,8.97,"34.11"
16:00,64.06,37.95,242.13,251.47,549.77,9.76,5.46,"35.49"
16:15,73.09,38.00,378.40,451.73,542.43,16.36,9.05,"37.58"
16:30,56.46,37.72,140.60,152.40,556.93,5.60,3.15,"38.28"
16:45,52.50,37.49,165.33,199.53,566.93,6.14,3.59,"39.05"
17:00,49.61,37.71,161.13,197.60,572.17,5.55,3.24,"39.74"
17:15,69.14,37.69,295.20,458.40,571.90,8.44,4.88,"40.84"
17:30,63.74,38.09,223.80,357.33,565.80,6.49,3.73,"41.70"
17:45,49.47,37.93,136.33,235.47,568.33,4.19,2.43,"42.22"
18:00,45.19,37.57,128.13,244.40,571.63,3.38,1.98,"42.64"
18:15,45.69,36.77,104.60,171.13,576.47,3.39,2.03,"43.07"
18:30,45.85,35.67,44.13,64.13,559.73,2.05,1.21,"43.34"
18:45,40.49,34.95,28.87,37.73,544.27,1.21,0.73,"43.55"
19:00,37.77,34.08,7.60,6.07,500.90,0.21,0.12,"43.59"
19:15,35.84,33.51,1.00,0.00,485.37,0.02,0.01,"43.59"
19:30,34.99,33.09,0.00,0.00,435.30,0.00,0.00,"43.59"
19:45,34.15,32.67,0.00,0.00,338.23,0.00,0.00,"43.59"
20:00,33.71,32.31,0.00,0.00,112.63,0.00,0.00,"43.59"
20:15,33.21,31.87,0.00,0.00,24.27,0.00,0.00,"43.59"
20:30,33.07,31.69,0.00,0.00,17.67,0.00,0.00,"43.59"
20:45,33.00,31.62,0.00,0.00,16.77,0.00,0.00,"43.59"
21:00,32.89,31.60,0.00,0.00,16.40,0.00,0.00,"43.59"
21:15,32.57,31.36,0.00,0.00,16.93,0.00,0.00,"43.59"
21:30,32.55,31.42,0.00,0.00,17.40,0.00,0.00,"43.59"
21:45,32.51,31.44,0.00,0.00,15.50,0.00,0.00,"43.59"
22:00,32.50,31.21,0.00,0.00,15.23,0.00,0.00,"43.59"
22:15,32.50,31.27,0.00,0.00,15.00,0.00,0.00,"43.59"
22:30,32.50,31.27,0.00,0.00,12.07,0.00,0.00,"43.59"
22:45,32.49,31.23,0.00,0.00,7.60,0.00,0.00,"43.59"
23:00,32.02,31.13,0.00,0.00,5.77,0.00,0.00,"43.59"
23:15,31.54,30.81,0.00,0.00,4.73,0.00,0.00,"43.59"
23:30,31.35,30.71,0.00,0.00,4.03,0.00,0.00,"43.59"
23:45,31.31,30.69,0.00,0.00,4.17,0.00,0.00,"43.59"
