시간,표면온도(°C),대기온도(°C),수평일사량(Wh/㎡),입사일사량(Wh/㎡),전압(V),전류(A),전력(kW),발전량(kWh)
00:00,25.71,23.51,0.00,0.00,5.03,0.00,0.00,"0.00"
00:15,25.50,23.40,0.00,0.00,4.70,0.00,0.00,"0.00"
00:30,25.47,23.40,0.00,0.00,3.63,0.00,0.00,"0.00"
00:45,25.25,23.40,0.00,0.00,3.80,0.00,0.00,"0.00"
01:00,25.01,23.40,0.00,0.00,3.54,0.00,0.00,"0.00"
01:15,24.80,23.19,0.00,0.00,3.00,0.00,0.00,"0.00"
01:30,24.54,22.79,0.00,0.00,3.00,0.00,0.00,"0.00"
01:45,24.21,22.73,0.00,0.00,3.07,0.00,0.00,"0.00"
02:00,24.10,22.34,0.00,0.00,3.33,0.00,0.00,"0.00"
02:15,24.10,22.43,0.00,0.00,3.53,0.00,0.00,"0.00"
02:30,24.10,22.39,0.00,0.00,3.37,0.00,0.00,"0.00"
02:45,24.10,22.11,0.00,0.00,3.13,0.00,0.00,"0.00"
03:00,24.10,22.10,0.00,0.00,3.00,0.00,0.00,"0.00"
03:15,24.03,22.10,0.00,0.00,3.37,0.00,0.00,"0.00"
03:30,23.60,22.10,0.00,0.00,3.90,0.00,0.00,"0.00"
03:45,23.47,21.95,0.00,0.00,3.80,0.00,0.00,"0.00"
04:00,23.40,21.90,0.00,0.00,4.00,0.00,0.00,"0.00"
04:15,23.19,21.77,0.00,0.00,4.00,0.00,0.00,"0.00"
04:30,22.83,21.39,0.00,0.00,13.30,0.00,0.00,"0.00"
04:45,22.80,21.06,0.00,0.00,157.83,0.00,0.00,"0.00"
05:00,22.80,20.97,0.00,0.00,291.53,0.00,0.00,"0.00"
05:15,22.80,21.04,0.00,0.00,417.80,0.04,0.04,"0.00"
05:30,22.80,21.47,1.33,3.33,437.50,0.23,0.11,"0.00"
05:45,23.22,21.47,5.80,8.80,468.67,0.34,0.16,"0.00"
06:00,23.39,21.16,19.53,18.40,562.40,0.85,0.54,"0.00"
06:15,23.56,21.29,15.93,20.80,566.17,1.00,0.61,"0.00"
06:30,23.99,21.71,17.73,26.07,568.40,1.07,0.71,"0.13"
06:45,24.03,22.03,20.33,33.73,578.27,1.40,0.87,"0.34"
07:00,24.73,22.77,21.47,39.67,581.10,1.55,0.98,"0.57"
07:15,25.58,23.30,23.73,51.53,584.37,1.99,1.21,"0.83"
07:30,26.41,23.35,24.73,59.93,581.97,2.24,1.38,"1.12"
07:45,26.80,24.07,27.67,69.20,581.07,2.59,1.55,"1.44"
08:00,27.30,24.61,32.60,72.27,582.67,2.71,1.62,"1.78"
08:15,27.95,25.11,42.87,93.80,583.67,3.34,2.03,"2.20"
08:30,28.71,25.49,53.87,105.53,585.47,3.83,2.29,"2.68"
08:45,29.39,26.31,61.47,108.00,584.43,3.97,2.37,"3.18"
09:00,29.98,26.54,62.27,109.47,585.97,4.03,2.42,"3.69"
09:15,30.62,27.12,53.93,104.60,582.87,3.91,2.32,"4.18"
09:30,30.92,27.71,45.93,105.47,578.87,4.02,2.37,"4.68"
09:45,31.15,28.25,46.93,107.67,578.73,4.21,2.49,"5.20"
10:00,31.71,28.79,51.00,107.80,578.20,4.33,2.55,"5.74"
10:15,32.34,29.37,57.47,106.47,577.87,4.40,2.60,"6.29"
10:30,33.03,30.32,61.47,104.47,578.53,4.41,2.59,"6.84"
10:45,33.20,30.78,64.40,102.33,574.67,4.48,2.62,"7.39"
11:00,33.53,31.37,69.73,101.00,573.87,4.60,2.67,"7.95"
11:15,33.89,31.81,75.47,100.67,573.20,4.59,2.68,"8.52"
11:30,33.90,32.37,479.93,106.40,572.80,4.67,2.78,"9.11"
11:45,34.00,32.40,888.00,119.67,574.73,4.89,2.88,"9.72"
12:00,34.72,32.48,924.69,144.92,578.23,5.62,3.30,"10.43"
12:15,37.02,32.59,1009.93,185.47,583.33,7.17,4.25,"11.36"
12:30,38.44,33.13,862.27,224.93,583.23,9.09,5.37,"12.58"
12:45,38.85,34.11,708.73,233.60,573.37,9.85,5.70,"13.86"
13:00,40.72,35.61,961.73,317.33,573.47,13.78,7.96,"15.69"
13:15,42.55,35.85,931.47,360.93,572.40,15.83,9.13,"17.82"
13:30,44.53,36.89,908.73,404.47,570.23,17.71,10.15,"20.20"
13:45,46.97,37.40,894.20,443.73,568.63,19.41,11.12,"22.81"
14:00,48.85,37.75,883.07,483.73,566.07,20.85,11.85,"25.61"
14:15,49.80,37.70,829.20,510.00,564.97,21.54,12.24,"28.51"
14:30,49.90,37.46,791.73,538.00,561.73,22.70,12.81,"31.54"
14:45,51.82,37.91,750.80,553.13,559.07,23.29,13.09,"34.64"
15:00,55.18,37.55,720.40,574.73,555.13,23.99,13.37,"37.81"
15:15,70.59,37.71,668.20,577.00,548.37,24.01,13.24,"40.95"
15:30,82.05,37.69,587.80,542.80,546.00,22.46,12.33,"43.87"
15:45,81.11,36.89,453.47,440.07,553.27,17.83,9.92,"46.21"
16:00,72.91,36.41,336.13,314.60,546.03,12.63,6.93,"47.82"
16:15,70.92,34.01,319.33,308.60,560.17,12.07,6.83,"49.39"
