시간,표면온도(°C),대기온도(°C),수평일사량(Wh/㎡),입사일사량(Wh/㎡),전압(V),전류(A),전력(kW),발전량(kWh)
00:00,0.60,-0.60,0.00,0.00,38.47,0.00,0.00,"0.00"
00:15,0.60,-0.60,0.00,0.00,36.57,0.00,0.00,"0.00"
00:30,0.60,-0.60,0.00,0.00,30.17,0.00,0.00,"0.00"
00:45,0.61,-0.60,0.00,0.00,27.40,0.00,0.00,"0.00"
01:00,0.70,-0.50,0.00,0.00,28.20,0.00,0.00,"0.00"
01:15,0.70,-0.50,0.00,0.00,43.43,0.00,0.00,"0.00"
01:30,0.70,-0.50,0.00,0.00,42.27,0.00,0.00,"0.00"
01:45,0.70,-0.50,0.00,0.00,30.97,0.00,0.00,"0.00"
02:00,0.70,-0.50,0.00,0.00,30.37,0.00,0.00,"0.00"
02:15,0.70,-0.50,0.00,0.00,32.27,0.00,0.00,"0.00"
02:30,0.70,-0.50,0.00,0.00,32.73,0.00,0.00,"0.00"
02:45,0.70,-0.48,0.00,0.00,35.17,0.00,0.00,"0.00"
03:00,0.75,-0.21,0.00,0.00,27.87,0.00,0.00,"0.00"
03:15,0.80,-0.13,0.00,0.00,20.80,0.00,0.00,"0.00"
03:30,0.80,-0.01,0.00,0.00,20.53,0.00,0.00,"0.00"
03:45,0.80,0.00,0.00,0.00,15.07,0.00,0.00,"0.00"
04:00,0.63,-0.22,0.00,0.00,13.30,0.00,0.00,"0.00"
04:15,0.60,-0.13,0.00,0.00,16.60,0.00,0.00,"0.00"
04:30,0.25,-0.34,0.00,0.00,13.67,0.00,0.00,"0.00"
04:45,0.10,-0.36,0.00,0.00,14.50,0.00,0.00,"0.00"
05:00,0.53,-0.16,0.00,0.00,21.60,0.00,0.00,"0.00"
05:15,0.60,-0.40,0.00,0.00,25.87,0.00,0.00,"0.00"
05:30,0.63,-0.40,0.00,0.00,32.77,0.00,0.00,"0.00"
05:45,0.70,-0.40,0.00,0.00,27.47,0.00,0.00,"0.00"
06:00,0.70,-0.40,0.00,0.00,27.43,0.00,0.00,"0.00"
06:15,0.70,-0.40,0.00,0.00,30.93,0.00,0.00,"0.00"
06:30,0.70,-0.40,0.00,0.00,33.07,0.00,0.00,"0.00"
06:45,0.70,-0.40,0.00,0.00,34.57,0.00,0.00,"0.00"
07:00,0.70,-0.39,0.00,0.00,153.63,0.00,0.00,"0.00"
07:15,0.70,-0.23,0.00,0.00,323.30,0.00,0.00,"0.00"
07:30,0.70,-0.11,0.00,0.00,341.13,0.00,0.00,"0.00"
07:45,1.00,-0.02,6.20,6.67,420.43,0.37,0.24,"0.00"
08:00,1.55,0.08,10.13,9.00,494.23,0.49,0.31,"0.00"
08:15,2.23,0.24,11.40,10.33,530.97,0.63,0.40,"0.00"
08:30,2.59,0.58,21.87,21.13,597.33,1.16,0.77,"0.19"
08:45,3.03,1.13,57.13,50.40,624.27,2.24,1.46,"0.51"
09:00,3.71,1.85,59.73,54.00,627.33,2.39,1.57,"0.85"
09:15,3.93,1.83,70.33,65.73,619.33,2.91,1.87,"1.26"
09:30,4.43,2.00,84.53,76.47,630.93,3.29,2.14,"1.72"
09:45,5.40,2.49,94.20,94.33,630.23,3.91,2.54,"2.29"
10:00,5.51,3.07,65.87,99.80,628.13,4.10,2.65,"2.86"
10:15,6.02,4.95,209.67,133.47,638.87,5.18,3.37,"3.62"
10:30,7.54,5.39,234.40,157.27,634.13,6.09,3.94,"4.51"
10:45,8.51,4.90,154.00,123.20,614.67,5.21,3.30,"5.26"
11:00,8.87,5.05,229.87,156.00,618.93,6.15,3.86,"6.11"
11:15,10.07,5.06,235.80,170.67,618.40,7.01,4.36,"7.16"
11:30,9.05,3.93,86.60,79.53,615.20,3.27,2.05,"7.63"
11:45,10.67,5.88,339.33,291.40,627.23,10.99,6.90,"9.14"
12:00,10.57,4.94,116.08,118.85,623.85,4.83,3.12,"9.81"
12:15,11.88,5.54,269.73,261.07,643.13,9.92,6.37,"11.32"
12:30,11.91,5.13,297.47,301.40,628.97,11.16,7.37,"12.93"
12:45,18.58,7.60,497.47,585.33,626.73,21.47,13.36,"16.28"
13:00,24.14,8.98,435.40,572.27,606.20,21.37,13.00,"19.60"
13:15,22.36,7.79,349.00,481.27,614.43,17.70,11.00,"22.14"
13:30,27.11,9.59,494.80,809.47,598.80,28.25,17.04,"26.18"
13:45,30.69,10.31,401.20,766.53,592.17,26.87,15.92,"30.11"
14:00,28.63,9.15,272.13,499.80,599.23,17.86,11.00,"32.74"
14:15,25.68,8.75,277.67,531.27,603.63,19.25,11.62,"35.63"
14:30,29.71,8.64,330.33,851.00,586.23,28.85,17.20,"39.78"
14:45,32.74,9.81,314.00,873.40,574.60,30.76,17.73,"44.04"
15:00,32.91,10.25,245.47,730.53,572.93,25.49,14.86,"47.69"
15:15,31.61,9.33,255.00,849.07,588.97,27.41,16.13,"51.49"
15:30,32.95,9.24,201.73,816.80,587.03,24.72,14.58,"54.98"
15:45,32.07,9.19,152.40,752.87,592.43,19.27,11.48,"57.80"
16:00,29.64,8.84,107.40,634.13,597.20,13.62,8.12,"59.72"
16:15,26.75,8.51,69.07,447.67,596.00,7.23,4.39,"60.73"
16:30,20.90,7.23,27.73,140.93,597.20,2.46,1.57,"61.09"
16:45,13.08,4.92,1.73,5.33,502.83,0.22,0.15,"61.12"
17:00,9.35,4.37,0.20,0.73,449.57,0.12,0.07,"61.12"
17:15,6.91,3.35,0.00,0.00,540.37,0.00,0.00,"61.12"
17:30,5.13,2.39,0.00,0.00,360.00,0.00,0.00,"61.12"
17:45,4.26,2.03,0.00,0.00,135.03,0.00,0.00,"61.12"
18:00,3.91,1.86,0.00,0.00,53.47,0.00,0.00,"61.12"
18:15,3.24,1.64,0.00,0.00,46.73,0.00,0.00,"61.12"
18:30,2.90,1.09,0.00,0.00,49.40,0.00,0.00,"61.12"
18:45,2.90,1.07,0.00,0.00,46.53,0.00,0.00,"61.12"
19:00,2.90,1.14,0.00,0.00,46.73,0.00,0.00,"61.12"
19:15,2.85,0.95,0.00,0.00,44.60,0.00,0.00,"61.12"
19:30,2.37,0.39,0.00,0.00,43.00,0.00,0.00,"61.12"
19:45,1.85,0.13,0.00,0.00,43.50,0.00,0.00,"61.12"
20:00,1.79,0.10,0.00,0.00,47.53,0.00,0.00,"61.12"
20:15,2.13,0.10,0.00,0.00,48.77,0.00,0.00,"61.12"
20:30,1.99,0.01,0.00,0.00,44.80,0.00,0.00,"61.12"
20:45,1.49,-0.11,0.00,0.00,42.10,0.00,0.00,"61.12"
21:00,1.05,-0.32,0.00,0.00,41.40,0.00,0.00,"61.12"
21:15,0.78,-0.40,0.00,0.00,42.93,0.00,0.00,"61.12"
21:30,0.33,-0.40,0.00,0.00,38.37,0.00,0.00,"61.12"
21:45,0.11,-0.40,0.00,0.00,36.07,0.00,0.00,"61.12"
22:00,0.10,-0.47,0.00,0.00,36.17,0.00,0.00,"61.12"
