시간,표면온도(°C),대기온도(°C),수평일사량(Wh/㎡),입사일사량(Wh/㎡),전압(V),전류(A),전력(kW),발전량(kWh)
00:00,30.49,30.20,0.00,0.00,5.00,0.00,0.00,"0.00"
00:15,30.40,29.96,0.00,0.00,5.00,0.00,0.00,"0.00"
00:30,30.40,29.71,0.00,0.00,4.17,0.00,0.00,"0.00"
00:45,30.23,29.69,0.00,0.00,3.90,0.00,0.00,"0.00"
01:00,30.14,29.63,0.00,0.00,4.77,0.00,0.00,"0.00"
01:15,30.13,29.60,0.00,0.00,4.50,0.00,0.00,"0.00"
01:30,29.91,29.52,0.00,0.00,4.00,0.00,0.00,"0.00"
01:45,29.71,29.28,0.00,0.00,4.00,0.00,0.00,"0.00"
02:00,29.70,29.13,0.00,0.00,4.00,0.00,0.00,"0.00"
02:15,29.70,29.00,0.00,0.00,4.00,0.00,0.00,"0.00"
02:30,29.70,28.90,0.00,0.00,3.87,0.00,0.00,"0.00"
02:45,29.70,28.90,0.00,0.00,3.20,0.00,0.00,"0.00"
03:00,29.58,28.90,0.00,0.00,3.07,0.00,0.00,"0.00"
03:15,29.25,28.88,0.00,0.00,4.00,0.00,0.00,"0.00"
03:30,29.42,28.63,0.00,0.00,4.67,0.00,0.00,"0.00"
03:45,29.07,28.29,0.00,0.00,3.50,0.00,0.00,"0.00"
04:00,28.71,27.93,0.00,0.00,3.70,0.00,0.00,"0.00"
04:15,28.34,27.67,0.00,0.00,3.67,0.00,0.00,"0.00"
04:30,28.30,27.60,0.00,0.00,3.57,0.00,0.00,"0.00"
04:45,28.30,27.60,0.00,0.00,15.93,0.00,0.00,"0.00"
05:00,28.30,27.60,0.00,0.00,178.50,0.00,0.00,"0.00"
05:15,28.30,27.60,0.00,0.00,320.03,0.00,0.00,"0.00"
05:30,28.30,27.60,0.00,0.00,359.87,0.00,0.00,"0.00"
05:45,28.49,27.60,1.00,1.07,408.73,0.10,0.06,"0.00"
06:00,28.89,27.60,6.53,7.13,472.00,0.25,0.12,"0.00"
06:15,29.18,27.60,7.07,12.33,507.70,0.30,0.14,"0.00"
06:30,29.49,27.64,10.87,21.33,522.93,0.85,0.52,"0.00"
06:45,29.93,27.95,19.33,38.13,551.00,1.39,0.83,"0.09"
07:00,31.06,28.68,50.33,65.13,573.07,2.39,1.42,"0.40"
07:15,32.29,29.15,58.07,67.80,570.07,2.50,1.49,"0.72"
07:30,32.51,29.69,35.33,62.00,565.90,2.25,1.35,"1.01"
07:45,32.51,29.75,34.27,72.00,572.40,2.60,1.54,"1.34"
08:00,32.76,29.71,31.67,81.27,562.87,2.85,1.67,"1.69"
08:15,32.89,29.73,34.67,76.87,563.50,2.72,1.62,"2.02"
08:30,34.40,31.08,117.20,132.93,574.30,4.87,2.86,"2.64"
08:45,36.19,31.89,87.87,99.33,555.40,3.81,2.16,"3.11"
09:00,35.96,31.63,67.67,112.20,572.53,4.03,2.36,"3.61"
09:15,35.39,31.29,64.47,116.13,568.77,4.28,2.48,"4.15"
09:30,35.61,31.89,69.40,111.80,568.53,4.18,2.44,"4.68"
09:45,36.45,32.39,110.33,135.60,570.00,4.95,2.91,"5.31"
10:00,37.49,32.78,170.33,157.80,574.47,5.91,3.47,"6.07"
10:15,38.41,32.75,171.00,112.00,565.23,4.32,2.53,"6.62"
10:30,37.41,32.43,135.20,104.07,563.50,4.02,2.32,"7.12"
10:45,37.22,32.63,153.53,120.60,569.57,4.59,2.67,"7.69"
11:00,38.41,32.98,242.60,181.13,574.70,6.93,4.03,"8.59"
11:15,39.11,33.38,272.67,191.87,576.93,7.54,4.42,"9.57"
11:30,39.30,33.10,347.00,183.80,573.27,7.25,4.21,"10.51"
11:45,39.81,32.77,263.67,148.80,563.57,5.92,3.42,"11.28"
12:00,40.97,34.13,406.77,197.15,576.38,7.57,4.48,"12.29"
12:15,43.55,34.75,383.13,204.87,572.30,8.15,4.73,"13.38"
12:30,41.78,34.07,168.47,87.93,556.70,3.69,2.11,"13.84"
12:45,38.67,32.73,82.60,57.40,548.90,2.38,1.37,"14.14"
13:00,36.89,32.67,65.53,44.67,547.40,2.03,1.18,"14.41"
13:15,35.59,32.27,65.53,39.93,546.87,1.84,1.06,"14.65"
13:30,34.76,31.85,75.47,48.87,555.07,2.19,1.27,"14.93"
13:45,33.64,31.41,43.27,33.00,550.13,1.47,0.87,"15.15"
14:00,33.37,30.53,54.67,46.07,558.97,1.93,1.15,"15.41"
14:15,33.23,30.44,80.20,71.13,566.33,2.83,1.65,"15.76"
14:30,33.62,31.05,107.93,88.20,570.07,3.47,2.05,"16.19"
14:45,34.90,31.05,149.33,107.40,573.23,4.34,2.54,"16.74"
15:00,33.83,30.53,63.93,42.00,551.50,1.89,1.11,"17.01"
15:15,31.77,28.74,30.40,22.53,530.30,1.05,0.62,"17.17"
15:30,28.23,25.55,32.73,24.33,555.83,1.20,0.75,"17.37"
15:45,28.10,25.98,33.07,25.40,555.47,1.27,0.77,"17.58"
16:00,28.18,25.77,29.53,19.53,544.80,1.02,0.65,"17.78"
16:15,27.75,25.90,21.07,12.07,523.20,0.62,0.38,"17.89"
16:30,27.61,26.05,8.00,5.20,509.97,0.16,0.08,"17.89"
16:45,27.69,26.10,10.13,5.60,514.97,0.23,0.13,"17.89"
17:00,27.39,26.01,21.40,15.53,555.63,0.68,0.45,"17.89"
17:15,27.13,26.00,29.47,22.00,549.03,1.07,0.68,"18.08"
17:30,27.95,26.27,40.60,34.93,562.77,1.55,0.95,"18.31"
17:45,28.18,26.59,34.93,29.40,558.83,1.29,0.81,"18.53"
18:00,28.20,26.79,17.93,12.40,490.50,0.61,0.37,"18.65"
18:15,28.20,27.31,7.33,4.13,518.90,0.14,0.07,"18.65"
18:30,28.20,27.08,1.60,0.07,516.03,0.05,0.03,"18.65"
18:45,28.20,27.29,0.53,0.00,511.30,0.04,0.02,"18.65"
19:00,28.20,27.27,0.00,0.00,488.03,0.00,0.00,"18.65"
19:15,27.46,26.25,0.00,0.00,397.10,0.00,0.00,"18.65"
19:30,26.89,25.50,0.00,0.00,326.67,0.00,0.00,"18.65"
19:45,26.57,25.50,0.00,0.00,205.80,0.00,0.00,"18.65"
20:00,26.68,25.50,0.00,0.00,129.67,0.00,0.00,"18.65"
20:15,26.80,25.54,0.00,0.00,44.90,0.00,0.00,"18.65"
20:30,26.80,25.90,0.00,0.00,29.30,0.00,0.00,"18.65"
20:45,26.65,25.77,0.00,0.00,25.90,0.00,0.00,"18.65"
21:00,26.38,25.81,0.00,0.00,22.87,0.00,0.00,"18.65"
21:15,26.49,26.00,0.00,0.00,23.83,0.00,0.00,"18.65"
21:30,26.80,26.00,0.00,0.00,21.80,0.00,0.00,"18.65"
21:45,26.80,26.39,0.00,0.00,22.23,0.00,0.00,"18.65"
22:00,26.67,26.21,0.00,0.00,20.17,0.00,0.00,"18.65"
22:15,26.19,26.05,0.00,0.00,19.03,0.00,0.00,"18.65"
22:30,25.55,25.48,0.00,0.00,17.70,0.00,0.00,"18.65"
22:45,25.50,25.15,0.00,0.00,10.23,0.00,0.00,"18.65"
23:00,25.94,25.30,0.00,0.00,8.43,0.00,0.00,"18.65"
23:15,26.10,25.30,0.00,0.00,7.57,0.00,0.00,"18.65"
23:30,26.10,25.30,0.00,0.00,6.10,0.00,0.00,"18.65"
23:45,26.03,25.30,0.00,0.00,5.90,0.00,0.00,"18.65"
