시간,표면온도(°C),대기온도(°C),수평일사량(Wh/㎡),입사일사량(Wh/㎡),전압(V),전류(A),전력(kW),발전량(kWh)
00:00,32.09,30.52,0.00,0.00,4.20,0.00,0.00,"0.00"
00:15,31.57,30.48,0.00,0.00,3.60,0.00,0.00,"0.00"
00:30,31.38,30.41,0.00,0.00,3.57,0.00,0.00,"0.00"
00:45,31.27,30.35,0.00,0.00,4.00,0.00,0.00,"0.00"
01:00,31.12,30.30,0.00,0.00,3.70,0.00,0.00,"0.00"
01:15,31.10,30.30,0.00,0.00,3.87,0.00,0.00,"0.00"
01:30,31.10,30.24,0.00,0.00,3.60,0.00,0.00,"0.00"
01:45,31.10,30.20,0.00,0.00,3.53,0.00,0.00,"0.00"
02:00,31.10,30.18,0.00,0.00,4.00,0.00,0.00,"0.00"
02:15,31.10,30.20,0.00,0.00,4.00,0.00,0.00,"0.00"
02:30,31.10,30.18,0.00,0.00,4.37,0.00,0.00,"0.00"
02:45,31.10,30.03,0.00,0.00,4.00,0.00,0.00,"0.00"
03:00,31.10,29.89,0.00,0.00,4.00,0.00,0.00,"0.00"
03:15,31.05,29.53,0.00,0.00,4.00,0.00,0.00,"0.00"
03:30,30.98,29.66,0.00,0.00,3.80,0.00,0.00,"0.00"
03:45,30.53,29.53,0.00,0.00,3.50,0.00,0.00,"0.00"
04:00,30.40,29.50,0.00,0.00,3.63,0.00,0.00,"0.00"
04:15,30.40,29.46,0.00,0.00,4.27,0.00,0.00,"0.00"
04:30,30.40,29.46,0.00,0.00,4.27,0.00,0.00,"0.00"
04:45,30.35,29.11,0.00,0.00,4.40,0.00,0.00,"0.00"
05:00,30.30,29.46,0.00,0.00,9.40,0.00,0.00,"0.00"
05:15,30.30,29.45,0.00,0.00,147.43,0.00,0.00,"0.00"
05:30,30.25,29.23,0.00,0.00,299.37,0.00,0.00,"0.00"
05:45,30.20,29.25,0.00,0.00,380.93,0.00,0.00,"0.00"
06:00,30.23,29.01,1.27,1.20,435.40,0.12,0.06,"0.00"
06:15,30.80,29.42,8.40,7.00,459.67,0.25,0.13,"0.00"
06:30,30.99,29.65,13.00,14.67,506.90,0.51,0.30,"0.00"
06:45,31.25,30.20,23.93,25.53,550.53,1.03,0.63,"0.00"
07:00,32.29,30.36,43.80,52.67,563.73,1.90,1.14,"0.19"
07:15,33.08,30.63,60.47,55.80,563.07,2.09,1.26,"0.47"
07:30,33.04,30.93,38.20,36.87,552.40,1.44,0.87,"0.69"
07:45,33.39,31.16,36.07,47.67,547.47,1.81,1.07,"0.94"
08:00,34.74,32.12,80.07,98.07,571.20,3.50,2.05,"1.38"
08:15,35.60,32.27,102.47,99.27,564.27,3.65,2.12,"1.83"
08:30,36.56,32.99,118.27,90.60,567.80,3.48,2.02,"2.26"
08:45,36.39,33.01,143.73,105.80,569.83,4.09,2.37,"2.77"
09:00,36.20,33.11,118.53,86.53,563.27,3.33,1.94,"3.19"
09:15,36.53,33.20,124.20,93.13,564.40,3.67,2.12,"3.64"
09:30,36.41,32.79,139.27,102.00,566.47,3.99,2.31,"4.15"
09:45,35.43,32.47,64.00,42.20,547.47,1.83,1.07,"4.41"
10:00,33.77,31.18,29.53,17.73,528.53,0.91,0.54,"4.60"
10:15,32.36,28.13,70.87,51.33,559.70,2.22,1.32,"4.90"
10:30,33.55,28.99,103.73,79.40,573.27,3.18,1.89,"5.30"
10:45,35.18,29.81,202.20,156.87,585.33,6.11,3.62,"6.10"
11:00,36.76,31.41,217.73,161.73,601.47,4.13,2.40,"6.59"
11:15,37.55,32.95,232.87,158.60,575.73,6.15,3.60,"7.39"
11:30,38.67,33.51,465.60,184.80,574.80,7.16,4.18,"8.33"
11:45,39.16,34.00,449.20,168.33,568.93,6.49,3.75,"9.18"
12:00,39.41,35.43,833.47,191.00,575.70,7.13,4.15,"10.10"
12:15,41.23,36.40,958.33,235.47,573.93,9.03,5.19,"11.30"
12:30,42.71,37.59,980.67,296.20,571.57,11.84,6.83,"12.87"
12:45,44.59,37.89,952.60,341.47,570.63,13.99,8.06,"14.76"
13:00,47.91,38.07,896.07,373.33,564.20,15.29,8.65,"16.82"
13:15,48.71,37.88,924.60,429.13,554.60,17.87,9.95,"19.17"
13:30,50.19,38.33,889.40,460.67,550.30,19.55,10.93,"21.81"
13:45,51.50,38.56,490.47,306.00,538.07,13.47,7.23,"23.63"
14:00,51.45,37.99,852.47,537.20,553.40,22.83,12.68,"26.63"
14:15,53.08,38.55,724.93,503.33,540.60,21.75,11.84,"29.44"
14:30,55.43,39.10,831.67,632.00,541.40,27.19,14.77,"32.95"
14:45,57.70,41.49,805.00,665.07,536.20,28.17,15.17,"36.58"
15:00,60.02,41.81,755.07,681.60,531.40,28.29,15.08,"40.16"
15:15,60.90,42.65,677.67,671.80,520.73,27.91,14.58,"43.75"
15:30,62.41,43.05,663.53,714.27,509.00,30.07,15.36,"47.42"
15:45,66.59,41.89,614.87,712.27,517.40,29.25,15.18,"51.05"
16:00,85.73,43.40,526.73,660.67,528.73,26.48,14.01,"54.38"
16:15,98.84,42.69,510.93,689.87,507.00,25.11,12.81,"57.45"
16:30,98.53,42.49,383.60,553.40,511.13,16.59,8.51,"59.44"
16:45,96.25,41.89,377.47,589.07,522.87,13.73,7.23,"61.10"
17:00,99.69,42.60,352.87,586.47,529.13,10.88,5.82,"62.44"
17:15,89.07,42.45,294.93,540.73,539.40,7.72,4.20,"63.39"
17:30,59.95,39.20,240.33,490.20,506.87,5.46,2.81,"64.00"
17:45,53.59,38.95,127.73,251.93,556.87,3.55,2.04,"64.43"
18:00,49.20,37.72,106.27,218.80,558.87,3.08,1.80,"64.81"
18:15,48.73,37.65,86.67,199.13,567.03,2.71,1.61,"65.15"
18:30,47.75,36.29,38.93,51.53,547.97,1.73,1.01,"65.39"
18:45,42.84,35.18,19.13,29.67,537.40,1.03,0.60,"65.59"
19:00,39.35,33.83,2.60,4.87,408.43,0.26,0.12,"65.60"
19:15,37.13,33.04,0.00,0.00,477.00,0.02,0.02,"65.60"
