time,surface_temperature,ambient_temperature,global_horizontal_irradiance,plane_of_array_irradiance,voltage,current,output_power,energy_kwh,timestamp,month,day,hour,minute
00:00,-0.1,0.1,0.0,0.0,11.2,0.0,0.0,0.0,2024-01-01 00:00:00,1,1,0,0
00:15,-0.1,0.23,0.0,0.0,10.0,0.0,0.0,0.0,2024-01-01 00:15:00,1,1,0,15
00:30,-0.1,0.53,0.0,0.0,9.97,0.0,0.0,0.0,2024-01-01 00:30:00,1,1,0,30
00:45,-0.1,0.14,0.0,0.0,9.0,0.0,0.0,0.0,2024-01-01 00:45:00,1,1,0,45
01:00,-0.1,0.13,0.0,0.0,8.97,0.0,0.0,0.0,2024-01-01 01:00:00,1,1,1,0
01:15,-0.13,0.31,0.0,0.0,8.0,0.0,0.0,0.0,2024-01-01 01:15:00,1,1,1,15
01:30,-0.25,-0.07,0.0,0.0,8.0,0.0,0.0,0.0,2024-01-01 01:30:00,1,1,1,30
01:45,-0.95,-0.4,0.0,0.0,8.0,0.0,0.0,0.0,2024-01-01 01:45:00,1,1,1,45
02:00,-1.09,-0.4,0.0,0.0,8.0,0.0,0.0,0.0,2024-01-01 02:00:00,1,1,2,0
02:15,-1.2,-0.4,0.0,0.0,8.0,0.0,0.0,0.0,2024-01-01 02:15:00,1,1,2,15
02:30,-1.29,-0.4,0.0,0.0,8.0,0.0,0.0,0.0,2024-01-01 02:30:00,1,1,2,30
02:45,-1.49,-0.4,0.0,0.0,8.0,0.0,0.0,0.0,2024-01-01 02:45:00,1,1,2,45
03:00,-1.37,-0.4,0.0,0.0,8.83,0.0,0.0,0.0,2024-01-01 03:00:00,1,1,3,0
03:15,-1.26,-0.4,0.0,0.0,9.2,0.0,0.0,0.0,2024-01-01 03:15:00,1,1,3,15
03:30,-1.19,-0.4,0.0,0.0,9.8,0.0,0.0,0.0,2024-01-01 03:30:00,1,1,3,30
03:45,-1.1,-0.4,0.0,0.0,10.67,0.0,0.0,0.0,2024-01-01 03:45:00,1,1,3,45
04:00,-0.23,-0.4,0.0,0.0,11.67,0.0,0.0,0.0,2024-01-01 04:00:00,1,1,4,0
04:15,-0.1,-0.26,0.0,0.0,12.0,0.0,0.0,0.0,2024-01-01 04:15:00,1,1,4,15
04:30,0.06,0.01,0.0,0.0,12.0,0.0,0.0,0.0,2024-01-01 04:30:00,1,1,4,30
04:45,0.54,0.39,0.0,0.0,12.13,0.0,0.0,0.0,2024-01-01 04:45:00,1,1,4,45
05:00,0.6,0.55,0.0,0.0,12.37,0.0,0.0,0.0,2024-01-01 05:00:00,1,1,5,0
05:15,0.6,0.2,0.0,0.0,12.0,0.0,0.0,0.0,2024-01-01 05:15:00,1,1,5,15
05:30,0.6,0.19,0.0,0.0,12.0,0.0,0.0,0.0,2024-01-01 05:30:00,1,1,5,30
05:45,0.6,0.1,0.0,0.0,12.43,0.0,0.0,0.0,2024-01-01 05:45:00,1,1,5,45
06:00,0.6,0.25,0.0,0.0,12.13,0.0,0.0,0.0,2024-01-01 06:00:00,1,1,6,0
06:15,0.47,0.33,0.0,0.0,12.0,0.0,0.0,0.0,2024-01-01 06:15:00,1,1,6,15
06:30,0.1,0.15,0.0,0.0,12.0,0.0,0.0,0.0,2024-01-01 06:30:00,1,1,6,30
06:45,0.1,0.1,0.0,0.0,12.1,0.0,0.0,0.0,2024-01-01 06:45:00,1,1,6,45
07:00,-0.06,0.1,0.0,0.0,16.8,0.0,0.0,0.0,2024-01-01 07:00:00,1,1,7,0
07:15,-0.12,-0.17,0.0,0.0,124.07,0.0,0.0,0.0,2024-01-01 07:15:00,1,1,7,15
07:30,-0.89,-0.4,0.0,0.0,314.83,0.0,0.0,0.0,2024-01-01 07:30:00,1,1,7,30
07:45,-1.07,-0.4,0.0,0.0,402.23,0.03,0.03,0.0,2024-01-01 07:45:00,1,1,7,45
08:00,-0.45,-0.4,1.93,2.13,443.53,0.09,0.09,0.0,2024-01-01 08:00:00,1,1,8,0
08:15,-0.11,-0.06,15.33,13.2,524.53,0.57,0.33,0.0,2024-01-01 08:15:00,1,1,8,15
08:30,0.27,0.47,22.4,22.0,601.53,1.03,0.68,0.0,2024-01-01 08:30:00,1,1,8,30
08:45,0.36,0.68,16.2,21.8,603.73,1.05,0.69,0.16,2024-01-01 08:45:00,1,1,8,45
09:00,0.59,1.16,20.4,28.93,608.97,1.25,0.85,0.38,2024-01-01 09:00:00,1,1,9,0
09:15,0.83,2.0,26.8,39.6,619.6,1.63,1.1,0.63,2024-01-01 09:15:00,1,1,9,15
09:30,1.79,2.31,30.53,50.33,626.3,2.08,1.35,0.94,2024-01-01 09:30:00,1,1,9,30
09:45,2.63,3.25,33.2,57.2,624.73,2.3,1.53,1.27,2024-01-01 09:45:00,1,1,9,45
10:00,3.51,3.4,39.47,64.87,627.3,2.69,1.75,1.65,2024-01-01 10:00:00,1,1,10,0
10:15,4.35,4.85,58.0,74.27,628.33,2.91,1.89,2.07,2024-01-01 10:15:00,1,1,10,15
10:30,5.53,7.69,303.53,91.93,630.87,3.15,2.06,2.52,2024-01-01 10:30:00,1,1,10,30
10:45,7.16,9.54,342.67,120.13,637.4,4.33,2.8,3.14,2024-01-01 10:45:00,1,1,10,45
11:00,9.35,10.38,379.27,161.13,636.93,5.93,3.85,4.0,2024-01-01 11:00:00,1,1,11,0
11:15,11.81,11.25,409.47,207.2,630.73,7.53,4.81,5.1,2024-01-01 11:15:00,1,1,11,15
11:30,14.46,11.49,455.47,257.53,620.57,9.31,5.86,6.45,2024-01-01 11:30:00,1,1,11,30
11:45,16.57,10.98,481.14,313.57,625.04,11.13,7.04,7.98,2024-01-01 11:45:00,1,1,11,45
12:00,19.03,10.94,489.07,375.4,621.33,13.4,8.38,9.91,2024-01-01 12:00:00,1,1,12,0
12:15,20.25,10.66,330.07,298.8,616.3,11.39,7.07,11.59,2024-01-01 12:15:00,1,1,12,15
12:30,20.89,11.48,427.73,406.33,608.17,15.02,9.2,13.73,2024-01-01 12:30:00,1,1,12,30
12:45,25.76,13.37,443.67,440.93,610.57,15.8,9.75,16.07,2024-01-01 12:45:00,1,1,12,45
13:00,21.92,10.77,228.07,192.53,598.73,7.58,4.56,17.13,2024-01-01 13:00:00,1,1,13,0
13:15,17.21,9.41,107.33,88.33,600.4,3.65,2.24,17.62,2024-01-01 13:15:00,1,1,13,15
13:30,16.05,8.71,140.93,108.8,608.0,4.46,2.78,18.22,2024-01-01 13:30:00,1,1,13,30
13:45,15.15,8.45,133.33,99.4,605.27,4.2,2.62,18.79,2024-01-01 13:45:00,1,1,13,45
14:00,15.41,8.81,111.8,78.8,603.5,3.36,2.09,19.24,2024-01-01 14:00:00,1,1,14,0
14:15,14.33,8.25,103.53,70.67,604.93,3.09,1.93,19.66,2024-01-01 14:15:00,1,1,14,15
14:30,11.55,7.51,67.87,44.6,602.27,2.07,1.28,19.94,2024-01-01 14:30:00,1,1,14,30
14:45,10.51,7.29,62.2,39.6,597.67,1.84,1.16,20.21,2024-01-01 14:45:00,1,1,14,45
15:00,9.47,7.19,47.4,27.67,590.9,1.32,0.86,20.43,2024-01-01 15:00:00,1,1,15,0
15:15,8.33,6.56,25.33,14.33,586.6,0.75,0.53,20.61,2024-01-01 15:15:00,1,1,15,15
15:30,7.81,6.4,16.93,9.0,520.27,0.46,0.31,20.72,2024-01-01 15:30:00,1,1,15,30
15:45,7.47,6.31,10.0,4.07,519.47,0.15,0.09,20.72,2024-01-01 15:45:00,1,1,15,45
16:00,6.87,5.79,4.0,0.4,513.4,0.09,0.06,20.72,2024-01-01 16:00:00,1,1,16,0
16:15,6.5,5.7,6.13,2.53,534.3,0.11,0.07,20.72,2024-01-01 16:15:00,1,1,16,15
16:30,6.41,5.65,7.13,3.2,574.3,0.07,0.04,20.72,2024-01-01 16:30:00,1,1,16,30
16:45,6.3,5.6,7.07,3.0,538.77,0.08,0.05,20.72,2024-01-01 16:45:00,1,1,16,45
17:00,6.08,5.49,0.4,0.0,560.4,0.0,0.01,20.72,2024-01-01 17:00:00,1,1,17,0
17:15,5.7,5.01,0.0,0.0,504.03,0.0,0.0,20.72,2024-01-01 17:15:00,1,1,17,15
17:30,5.7,5.0,0.0,0.0,320.27,0.0,0.0,20.72,2024-01-01 17:30:00,1,1,17,30
17:45,5.66,5.0,0.0,0.0,119.17,0.0,0.0,20.72,2024-01-01 17:45:00,1,1,17,45
18:00,5.6,5.0,0.0,0.0,51.5,0.0,0.0,20.72,2024-01-01 18:00:00,1,1,18,0
18:15,5.53,5.0,0.0,0.0,44.53,0.0,0.0,20.72,2024-01-01 18:15:00,1,1,18,15
18:30,5.35,5.0,0.0,0.0,44.0,0.0,0.0,20.72,2024-01-01 18:30:00,1,1,18,30
18:45,5.3,5.0,0.0,0.0,44.97,0.0,0.0,20.72,2024-01-01 18:45:00,1,1,18,45
19:00,5.3,5.0,0.0,0.0,45.0,0.0,0.0,20.72,2024-01-01 19:00:00,1,1,19,0
19:15,5.3,5.0,0.0,0.0,45.73,0.0,0.0,20.72,2024-01-01 19:15:00,1,1,19,15
19:30,5.3,5.0,0.0,0.0,46.0,0.0,0.0,20.72,2024-01-01 19:30:00,1,1,19,30
19:45,5.3,5.0,0.0,0.0,46.67,0.0,0.0,20.72,2024-01-01 19:45:00,1,1,19,45
20:00,5.28,5.0,0.0,0.0,47.07,0.0,0.0,20.72,2024-01-01 20:00:00,1,1,20,0
20:15,5.14,5.0,0.0,0.0,46.97,0.0,0.0,20.72,2024-01-01 20:15:00,1,1,20,15
20:30,4.93,5.0,0.0,0.0,46.1,0.0,0.0,20.72,2024-01-01 20:30:00,1,1,20,30
20:45,4.79,4.91,0.0,0.0,46.0,0.0,0.0,20.72,2024-01-01 20:45:00,1,1,20,45
21:00,4.61,4.83,0.0,0.0,44.87,0.0,0.0,20.72,2024-01-01 21:00:00,1,1,21,0
21:15,4.4,4.65,0.0,0.0,43.37,0.0,0.0,20.72,2024-01-01 21:15:00,1,1,21,15
21:30,4.35,4.6,0.0,0.0,41.9,0.0,0.0,20.72,2024-01-01 21:30:00,1,1,21,30
21:45,4.3,4.6,0.0,0.0,41.0,0.0,0.0,20.72,2024-01-01 21:45:00,1,1,21,45
22:00,4.3,4.45,0.0,0.0,40.2,0.0,0.0,20.72,2024-01-01 22:00:00,1,1,22,0
22:15,4.3,4.29,0.0,0.0,39.0,0.0,0.0,20.72,2024-01-01 22:15:00,1,1,22,15
22:30,4.3,3.64,0.0,0.0,38.93,0.0,0.0,20.72,2024-01-01 22:30:00,1,1,22,30
22:45,4.3,3.68,0.0,0.0,38.0,0.0,0.0,20.72,2024-01-01 22:45:00,1,1,22,45
23:00,4.3,3.6,0.0,0.0,24.6,0.0,0.0,20.72,2024-01-01 23:00:00,1,1,23,0
23:15,4.3,3.6,0.0,0.0,19.07,0.0,0.0,20.72,2024-01-01 23:15:00,1,1,23,15
23:30,4.3,3.6,0.0,0.0,17.97,0.0,0.0,20.72,2024-01-01 23:30:00,1,1,23,30
23:45,4.3,3.6,0.0,0.0,15.6,0.0,0.0,20.72,2024-01-01 23:45:00,1,1,23,45
00:00,4.3,3.6,0.0,0.0,14.03,0.0,0.0,0.0,2024-01-02 00:00:00,1,2,0,0
00:15,4.3,3.6,0.0,0.0,13.53,0.0,0.0,0.0,2024-01-02 00:15:00,1,2,0,15
00:30,4.21,3.6,0.0,0.0,11.87,0.0,0.0,0.0,2024-01-02 00:30:00,1,2,0,30
00:45,4.19,3.6,0.0,0.0,11.0,0.0,0.0,0.0,2024-01-02 00:45:00,1,2,0,45
01:00,4.09,3.6,0.0,0.0,11.0,0.0,0.0,0.0,2024-01-02 01:00:00,1,2,1,0
01:15,4.0,3.6,0.0,0.0,10.4,0.0,0.0,0.0,2024-01-02 01:15:00,1,2,1,15
01:30,4.0,3.6,0.0,0.0,10.6,0.0,0.0,0.0,2024-01-02 01:30:00,1,2,1,30
01:45,3.91,3.6,0.0,0.0,10.97,0.0,0.0,0.0,2024-01-02 01:45:00,1,2,1,45
02:00,3.9,3.6,0.0,0.0,10.03,0.0,0.0,0.0,2024-01-02 02:00:00,1,2,2,0
02:15,3.9,3.6,0.0,0.0,10.0,0.0,0.0,0.0,2024-01-02 02:15:00,1,2,2,15
02:30,3.9,3.6,0.0,0.0,9.17,0.0,0.0,0.0,2024-01-02 02:30:00,1,2,2,30
02:45,3.84,3.57,0.0,0.0,8.73,0.0,0.0,0.0,2024-01-02 02:45:00,1,2,2,45
03:00,3.29,3.33,0.0,0.0,9.27,0.0,0.0,0.0,2024-01-02 03:00:00,1,2,3,0
03:15,3.35,3.33,0.0,0.0,10.0,0.0,0.0,0.0,2024-01-02 03:15:00,1,2,3,15
03:30,3.07,3.25,0.0,0.0,10.67,0.0,0.0,0.0,2024-01-02 03:30:00,1,2,3,30
03:45,2.9,3.2,0.0,0.0,11.0,0.0,0.0,0.0,2024-01-02 03:45:00,1,2,3,45
04:00,2.9,3.2,0.0,0.0,11.0,0.0,0.0,0.0,2024-01-02 04:00:00,1,2,4,0
04:15,2.9,3.2,0.0,0.0,11.77,0.0,0.0,0.0,2024-01-02 04:15:00,1,2,4,15
04:30,2.9,2.8,0.0,0.0,13.47,0.0,0.0,0.0,2024-01-02 04:30:00,1,2,4,30
04:45,2.49,2.27,0.0,0.0,14.0,0.0,0.0,0.0,2024-01-02 04:45:00,1,2,4,45
05:00,2.23,2.2,0.0,0.0,15.0,0.0,0.0,0.0,2024-01-02 05:00:00,1,2,5,0
05:15,2.53,2.2,0.0,0.0,15.87,0.0,0.0,0.0,2024-01-02 05:15:00,1,2,5,15
05:30,2.7,2.59,0.0,0.0,19.6,0.0,0.0,0.0,2024-01-02 05:30:00,1,2,5,30
05:45,2.7,3.09,0.0,0.0,18.47,0.0,0.0,0.0,2024-01-02 05:45:00,1,2,5,45
06:00,2.8,2.73,0.0,0.0,17.53,0.0,0.0,0.0,2024-01-02 06:00:00,1,2,6,0
06:15,2.65,2.2,0.0,0.0,15.33,0.0,0.0,0.0,2024-01-02 06:15:00,1,2,6,15
06:30,2.64,2.2,0.0,0.0,16.6,0.0,0.0,0.0,2024-01-02 06:30:00,1,2,6,30
06:45,2.7,2.2,0.0,0.0,17.67,0.0,0.0,0.0,2024-01-02 06:45:00,1,2,6,45
07:00,2.7,2.2,0.0,0.0,18.97,0.0,0.0,0.0,2024-01-02 07:00:00,1,2,7,0
07:15,2.7,2.2,0.0,0.0,40.43,0.0,0.0,0.0,2024-01-02 07:15:00,1,2,7,15
07:30,2.7,2.2,0.0,0.0,251.5,0.0,0.0,0.0,2024-01-02 07:30:00,1,2,7,30
07:45,2.7,2.2,0.0,0.0,346.63,0.0,0.0,0.0,2024-01-02 07:45:00,1,2,7,45
08:00,2.74,2.23,1.0,0.0,367.53,0.04,0.06,0.0,2024-01-02 08:00:00,1,2,8,0
08:15,3.15,2.22,7.53,4.0,442.67,0.19,0.11,0.0,2024-01-02 08:15:00,1,2,8,15
08:30,3.7,2.5,16.33,12.8,545.3,0.51,0.33,0.0,2024-01-02 08:30:00,1,2,8,30
08:45,3.7,2.95,21.73,14.13,585.13,0.69,0.51,0.0,2024-01-02 08:45:00,1,2,8,45
09:00,3.97,3.3,31.4,22.33,600.33,1.0,0.7,0.0,2024-01-02 09:00:00,1,2,9,0
09:15,4.12,3.4,50.0,34.47,603.53,1.55,1.04,0.09,2024-01-02 09:15:00,1,2,9,15
09:30,4.3,3.4,27.4,16.0,597.23,0.78,0.55,0.29,2024-01-02 09:30:00,1,2,9,30
09:45,4.3,3.4,30.0,17.53,602.07,0.89,0.6,0.49,2024-01-02 09:45:00,1,2,9,45
10:00,4.35,3.4,39.0,25.0,607.57,1.16,0.79,0.7,2024-01-02 10:00:00,1,2,10,0
10:15,5.38,3.4,84.6,61.6,619.6,2.65,1.71,1.08,2024-01-02 10:15:00,1,2,10,15
10:30,5.89,3.41,83.6,57.0,619.1,2.43,1.6,1.44,2024-01-02 10:30:00,1,2,10,30
10:45,6.12,3.69,63.33,39.47,612.67,1.81,1.17,1.71,2024-01-02 10:45:00,1,2,10,45
11:00,6.66,4.21,111.2,83.4,612.3,3.44,2.16,2.18,2024-01-02 11:00:00,1,2,11,0
11:15,8.06,5.01,126.73,82.87,625.3,3.55,2.29,2.69,2024-01-02 11:15:00,1,2,11,15
11:30,7.94,4.8,101.0,68.33,616.53,3.0,1.9,3.1,2024-01-02 11:30:00,1,2,11,30
11:45,7.59,4.74,80.67,52.6,614.27,2.31,1.5,3.43,2024-01-02 11:45:00,1,2,11,45
12:00,7.64,4.76,89.93,55.57,612.71,2.47,1.58,3.78,2024-01-02 12:00:00,1,2,12,0
12:15,8.23,4.8,102.4,67.93,613.2,2.95,1.89,4.18,2024-01-02 12:15:00,1,2,12,15
12:30,9.45,4.8,145.47,98.73,618.5,4.28,2.7,4.77,2024-01-02 12:30:00,1,2,12,30
12:45,8.89,4.86,131.0,89.0,621.5,3.89,2.46,5.31,2024-01-02 12:45:00,1,2,12,45
13:00,8.45,5.09,113.53,75.47,619.27,3.24,2.1,5.76,2024-01-02 13:00:00,1,2,13,0
13:15,9.08,5.32,167.07,116.67,621.37,4.99,3.17,6.47,2024-01-02 13:15:00,1,2,13,15
13:30,9.79,5.39,134.47,104.8,621.2,4.33,2.71,7.05,2024-01-02 13:30:00,1,2,13,30
13:45,9.67,5.07,122.93,112.67,620.63,4.51,2.86,7.67,2024-01-02 13:45:00,1,2,13,45
14:00,10.63,5.33,165.2,182.13,624.8,7.07,4.56,8.73,2024-01-02 14:00:00,1,2,14,0
14:15,9.17,4.96,61.27,51.4,604.53,2.28,1.43,9.05,2024-01-02 14:15:00,1,2,14,15
14:30,7.9,4.8,54.2,35.53,602.9,1.6,1.04,9.3,2024-01-02 14:30:00,1,2,14,30
14:45,8.45,4.79,87.47,89.6,616.67,3.66,2.33,9.79,2024-01-02 14:45:00,1,2,14,45
15:00,12.01,5.76,167.07,307.53,620.17,11.03,6.93,11.41,2024-01-02 15:00:00,1,2,15,0
15:15,12.36,5.99,119.0,188.27,621.17,6.94,4.35,12.4,2024-01-02 15:15:00,1,2,15,15
15:30,11.18,6.05,70.27,71.13,605.53,2.83,1.78,12.8,2024-01-02 15:30:00,1,2,15,30
15:45,9.61,5.45,71.07,82.87,614.23,3.35,2.12,13.25,2024-01-02 15:45:00,1,2,15,45
16:00,8.47,5.01,56.13,64.93,614.2,2.68,1.71,13.63,2024-01-02 16:00:00,1,2,16,0
16:15,7.37,5.0,42.67,45.87,614.03,1.97,1.26,13.91,2024-01-02 16:15:00,1,2,16,15
16:30,6.19,4.83,26.4,29.87,611.77,1.29,0.87,14.14,2024-01-02 16:30:00,1,2,16,30
16:45,5.66,4.08,12.2,9.4,518.27,0.41,0.27,14.22,2024-01-02 16:45:00,1,2,16,45
17:00,5.12,3.93,2.33,1.0,499.0,0.07,0.05,14.22,2024-01-02 17:00:00,1,2,17,0
17:15,4.31,3.6,0.0,0.0,493.13,0.0,0.0,14.22,2024-01-02 17:15:00,1,2,17,15
17:30,4.21,3.6,0.0,0.0,348.83,0.0,0.0,14.22,2024-01-02 17:30:00,1,2,17,30
17:45,3.92,3.6,0.0,0.0,151.77,0.0,0.0,14.22,2024-01-02 17:45:00,1,2,17,45
18:00,3.9,3.6,0.0,0.0,60.3,0.0,0.0,14.22,2024-01-02 18:00:00,1,2,18,0
18:15,3.61,3.6,0.0,0.0,48.53,0.0,0.0,14.22,2024-01-02 18:15:00,1,2,18,15
18:30,2.95,3.47,0.0,0.0,47.0,0.0,0.0,14.22,2024-01-02 18:30:00,1,2,18,30
18:45,2.9,3.36,0.0,0.0,46.33,0.0,0.0,14.22,2024-01-02 18:45:00,1,2,18,45
19:00,2.9,3.22,0.0,0.0,46.0,0.0,0.0,14.22,2024-01-02 19:00:00,1,2,19,0
19:15,2.9,3.15,0.0,0.0,46.57,0.0,0.0,14.22,2024-01-02 19:15:00,1,2,19,15
19:30,2.86,2.39,0.0,0.0,46.1,0.0,0.0,14.22,2024-01-02 19:30:00,1,2,19,30
19:45,2.63,2.22,0.0,0.0,45.9,0.0,0.0,14.22,2024-01-02 19:45:00,1,2,19,45
20:00,2.5,2.21,0.0,0.0,46.0,0.0,0.0,14.22,2024-01-02 20:00:00,1,2,20,0
20:15,2.5,2.2,0.0,0.0,46.0,0.0,0.0,14.22,2024-01-02 20:15:00,1,2,20,15
20:30,2.5,2.2,0.0,0.0,46.3,0.0,0.0,14.22,2024-01-02 20:30:00,1,2,20,30
20:45,2.5,2.2,0.0,0.0,47.13,0.0,0.0,14.22,2024-01-02 20:45:00,1,2,20,45
21:00,2.54,2.2,0.0,0.0,48.0,0.0,0.0,14.22,2024-01-02 21:00:00,1,2,21,0
21:15,2.69,2.2,0.0,0.0,45.47,0.0,0.0,14.22,2024-01-02 21:15:00,1,2,21,15
21:30,2.7,2.2,0.0,0.0,44.07,0.0,0.0,14.22,2024-01-02 21:30:00,1,2,21,30
21:45,2.7,2.2,0.0,0.0,42.43,0.0,0.0,14.22,2024-01-02 21:45:00,1,2,21,45
22:00,2.7,2.2,0.0,0.0,42.03,0.0,0.0,14.22,2024-01-02 22:00:00,1,2,22,0
22:15,2.7,2.2,0.0,0.0,45.97,0.0,0.0,14.22,2024-01-02 22:15:00,1,2,22,15
22:30,2.7,2.2,0.0,0.0,48.27,0.0,0.0,14.22,2024-01-02 22:30:00,1,2,22,30
22:45,2.7,2.2,0.0,0.0,47.6,0.0,0.0,14.22,2024-01-02 22:45:00,1,2,22,45
23:00,2.7,2.27,0.0,0.0,32.83,0.0,0.0,14.22,2024-01-02 23:00:00,1,2,23,0
23:15,2.7,2.27,0.0,0.0,27.8,0.0,0.0,14.22,2024-01-02 23:15:00,1,2,23,15
23:30,2.7,2.31,0.0,0.0,20.0,0.0,0.0,14.22,2024-01-02 23:30:00,1,2,23,30
23:45,2.7,2.29,0.0,0.0,14.0,0.0,0.0,14.22,2024-01-02 23:45:00,1,2,23,45
00:00,2.7,2.27,0.0,0.0,11.97,0.0,0.0,0.0,2024-01-03 00:00:00,1,3,0,0
00:15,2.7,2.33,0.0,0.0,11.0,0.0,0.0,0.0,2024-01-03 00:15:00,1,3,0,15
00:30,2.7,2.2,0.0,0.0,11.0,0.0,0.0,0.0,2024-01-03 00:30:00,1,3,0,30
00:45,2.7,2.2,0.0,0.0,11.0,0.0,0.0,0.0,2024-01-03 00:45:00,1,3,0,45
01:00,2.7,2.2,0.0,0.0,12.2,0.0,0.0,0.0,2024-01-03 01:00:00,1,3,1,0
01:15,2.7,2.2,0.0,0.0,10.93,0.0,0.0,0.0,2024-01-03 01:15:00,1,3,1,15
01:30,2.7,2.2,0.0,0.0,10.97,0.0,0.0,0.0,2024-01-03 01:30:00,1,3,1,30
01:45,2.7,2.2,0.0,0.0,11.0,0.0,0.0,0.0,2024-01-03 01:45:00,1,3,1,45
02:00,2.7,2.2,0.0,0.0,11.0,0.0,0.0,0.0,2024-01-03 02:00:00,1,3,2,0
02:15,2.7,2.2,0.0,0.0,11.33,0.0,0.0,0.0,2024-01-03 02:15:00,1,3,2,15
02:30,2.7,2.2,0.0,0.0,11.0,0.0,0.0,0.0,2024-01-03 02:30:00,1,3,2,30
02:45,2.7,2.2,0.0,0.0,11.0,0.0,0.0,0.0,2024-01-03 02:45:00,1,3,2,45
03:00,2.7,2.2,0.0,0.0,11.0,0.0,0.0,0.0,2024-01-03 03:00:00,1,3,3,0
03:15,2.7,2.2,0.0,0.0,11.87,0.0,0.0,0.0,2024-01-03 03:15:00,1,3,3,15
03:30,2.7,2.2,0.0,0.0,12.93,0.0,0.0,0.0,2024-01-03 03:30:00,1,3,3,30
03:45,2.7,2.2,0.0,0.0,14.03,0.0,0.0,0.0,2024-01-03 03:45:00,1,3,3,45
04:00,2.7,2.2,0.0,0.0,14.0,0.0,0.0,0.0,2024-01-03 04:00:00,1,3,4,0
04:15,2.7,2.2,0.0,0.0,14.13,0.0,0.0,0.0,2024-01-03 04:15:00,1,3,4,15
04:30,2.7,2.2,0.0,0.0,15.5,0.0,0.0,0.0,2024-01-03 04:30:00,1,3,4,30
04:45,2.7,2.2,0.0,0.0,17.43,0.0,0.0,0.0,2024-01-03 04:45:00,1,3,4,45
05:00,2.7,2.2,0.0,0.0,16.0,0.0,0.0,0.0,2024-01-03 05:00:00,1,3,5,0
05:15,2.7,2.2,0.0,0.0,16.97,0.0,0.0,0.0,2024-01-03 05:15:00,1,3,5,15
05:30,2.7,2.2,0.0,0.0,16.1,0.0,0.0,0.0,2024-01-03 05:30:00,1,3,5,30
05:45,2.7,2.23,0.0,0.0,17.03,0.0,0.0,0.0,2024-01-03 05:45:00,1,3,5,45
06:00,2.7,2.2,0.0,0.0,17.0,0.0,0.0,0.0,2024-01-03 06:00:00,1,3,6,0
06:15,2.7,2.2,0.0,0.0,17.0,0.0,0.0,0.0,2024-01-03 06:15:00,1,3,6,15
06:30,2.7,2.21,0.0,0.0,17.0,0.0,0.0,0.0,2024-01-03 06:30:00,1,3,6,30
06:45,2.7,2.21,0.0,0.0,17.7,0.0,0.0,0.0,2024-01-03 06:45:00,1,3,6,45
07:00,2.7,2.2,0.0,0.0,17.83,0.0,0.0,0.0,2024-01-03 07:00:00,1,3,7,0
07:15,2.7,2.2,0.0,0.0,27.23,0.0,0.0,0.0,2024-01-03 07:15:00,1,3,7,15
07:30,2.7,2.2,0.0,0.0,160.47,0.0,0.0,0.0,2024-01-03 07:30:00,1,3,7,30
07:45,2.7,2.2,0.0,0.0,274.47,0.0,0.0,0.0,2024-01-03 07:45:00,1,3,7,45
08:00,2.7,2.2,0.0,0.0,332.47,0.0,0.0,0.0,2024-01-03 08:00:00,1,3,8,0
08:15,2.7,2.2,0.0,0.0,357.53,0.0,0.0,0.0,2024-01-03 08:15:00,1,3,8,15
08:30,2.7,2.2,0.0,0.0,414.27,0.01,0.02,0.0,2024-01-03 08:30:00,1,3,8,30
08:45,2.7,2.2,0.33,0.0,420.2,0.01,0.07,0.0,2024-01-03 08:45:00,1,3,8,45
09:00,2.7,2.04,0.53,0.0,486.8,0.01,0.04,0.0,2024-01-03 09:00:00,1,3,9,0
09:15,2.7,1.43,9.73,5.47,517.4,0.17,0.1,0.0,2024-01-03 09:15:00,1,3,9,15
09:30,3.08,1.88,23.27,15.6,569.1,0.69,0.44,0.0,2024-01-03 09:30:00,1,3,9,30
09:45,3.68,2.0,28.4,18.13,600.3,0.97,0.62,0.0,2024-01-03 09:45:00,1,3,9,45
10:00,3.82,2.04,46.73,30.93,612.47,1.43,0.97,0.04,2024-01-03 10:00:00,1,3,10,0
10:15,4.84,2.62,67.73,46.4,614.93,2.09,1.36,0.34,2024-01-03 10:15:00,1,3,10,15
10:30,5.5,3.39,71.87,48.33,619.57,2.17,1.4,0.66,2024-01-03 10:30:00,1,3,10,30
10:45,5.5,3.34,55.73,34.27,607.27,1.62,1.02,0.91,2024-01-03 10:45:00,1,3,10,45
11:00,6.1,3.39,77.53,53.33,607.27,2.37,1.49,1.23,2024-01-03 11:00:00,1,3,11,0
11:15,6.51,3.4,71.4,47.33,606.63,2.14,1.38,1.55,2024-01-03 11:15:00,1,3,11,15
11:30,5.76,3.4,41.93,25.8,606.5,1.21,0.81,1.77,2024-01-03 11:30:00,1,3,11,30
11:45,5.7,3.45,68.13,45.47,611.63,2.0,1.3,2.06,2024-01-03 11:45:00,1,3,11,45
12:00,6.2,4.11,116.67,78.87,626.3,3.25,2.11,2.52,2024-01-03 12:00:00,1,3,12,0
12:15,6.8,4.67,92.4,59.93,619.23,2.54,1.66,2.89,2024-01-03 12:15:00,1,3,12,15
12:30,6.94,4.72,87.8,58.67,611.67,2.52,1.64,3.24,2024-01-03 12:30:00,1,3,12,30
